"","Date","rlc_end_time","specimenID","uid","plant_part","plantID","salinity","treatment","day_group","rlc_day","pmax","rETRmax","rETRmaxYpoint1","maxNPQ_Ypoint1","deltaNPQ","alpha.est","alpha.st_err","alpha.t","alpha.p","ek.est","ek.st_err","ek.t","ek.p","run"
"264","2024-08-16","09:38:48","ct276","2024-08-16_ct276","under",76,"28","2","u_d5_r3","5",106.83,95.94,95.94,0.975,0.883,0.758,0.036,20.79,0,140.942,15.255,9.239,0,"3"
"265","2024-08-16","09:44:01","ct285","2024-08-16_ct285","under",85,"35","3","u_d5_r3","5",84.02,79.38,79.38,0.451,0.356,0.596,0.022,27.221,0,140.897,11.645,12.099,0,"3"
"266","2024-08-16","09:49:15","ct286","2024-08-16_ct286","under",86,"28","3","u_d5_r3","5",83.19,77.28,77.28,0.558,0.418,0.64,0.032,20.186,0,129.878,14.029,9.258,0,"3"
"267","2024-08-16","09:54:51","ct287","2024-08-16_ct287","under",87,"35","4","u_d5_r3","5",89.73,86.25,86.25,0.913,0.616,0.575,0.019,29.866,0,155.972,12.215,12.769,0,"3"
"268","2024-08-16","09:59:53","ct288","2024-08-16_ct288","under",88,"28","4","u_d5_r3","5",82.5,77.08,75.18,0.73,0.611,0.665,0.037,18.162,0,124.065,14.632,8.479,0,"3"
"269","2024-08-16","10:04:34","ct281","2024-08-16_ct281","under",81,"35","1","u_d5_r3","5",71.23,65.52,65.52,1.248,0.948,0.794,0.05,15.931,0,89.716,10.595,8.468,0,"3"
"270","2024-08-16","10:09:19","ct282","2024-08-16_ct282","under",82,"28","1","u_d5_r3","5",102.95,99.12,99.12,0.78,0.701,0.717,0.014,49.917,0,143.488,6.513,22.031,0,"3"
"271","2024-08-16","10:13:39","ct283","2024-08-16_ct283","under",83,"35","2","u_d5_r3","5",68.87,70.14,70.14,0.64,0.579,0.738,0.013,56.236,0,93.343,3.174,29.41,0,"3"
"272","2024-08-16","10:18:07","ct284","2024-08-16_ct284","under",84,"28","2","u_d5_r3","5",63.95,61.74,61.74,0.716,0.674,0.838,0.033,25.393,0,76.321,5.288,14.434,0,"3"
"273","2024-08-16","10:22:46","ct293","2024-08-16_ct293","under",93,"35","3","u_d5_r3","5",61.59,59.56,59.56,0.819,0.623,0.75,0.034,22.118,0,82.176,6.741,12.191,0,"3"
"274","2024-08-16","10:27:05","ct294","2024-08-16_ct294","under",94,"28","3","u_d5_r3","5",162.46,143.75,143.75,0.505,0.56,0.755,0.026,28.827,0,215.218,19.756,10.894,0,"3"
"275","2024-08-16","10:31:58","ct295","2024-08-16_ct295","under",95,"35","4","u_d5_r3","5",97.21,90.72,90.72,0.747,0.63,0.69,0.024,29.256,0,140.791,10.825,13.007,0,"3"
"276","2024-08-16","10:38:10","ct296","2024-08-16_ct296","under",96,"28","4","u_d5_r3","5",95.83,94.3,94.3,0.433,0.431,0.565,0.013,43.524,0,169.541,9.405,18.027,0,"3"
"277","2024-08-16","10:43:15","ct289","2024-08-16_ct289","under",89,"35","1","u_d5_r3","5",64.27,65.62,65.62,0.73,0.552,0.567,0.013,44.12,0,113.374,5.313,21.34,0,"3"
"278","2024-08-16","10:48:57","ct290","2024-08-16_ct290","under",90,"28","1","u_d5_r3","5",109.22,101.64,101.64,0.854,0.809,0.751,0.034,22.069,0,145.526,15.021,9.688,0,"3"
"279","2024-08-16","10:58:13","ct291","2024-08-16_ct291","under",91,"35","2","u_d5_r3","5",60.98,58.75,55.86,0.575,0.293,0.528,0.017,31.755,0,115.52,7.577,15.246,0,"3"
"280","2024-08-16","11:03:13","ct292","2024-08-16_ct292","under",92,"28","2","u_d5_r3","5",115.87,109.88,109.88,0.506,0.403,0.549,0.019,28.601,0,211.124,19.388,10.889,0,"3"
"281","2024-08-16","11:07:43","ct253","2024-08-16_ct253","under",53,"35","3","u_d5_r3","5",68.09,70.52,66.78,0.549,0.43,0.607,0.008,79.58,0,112.251,2.905,38.643,0,"3"
"282","2024-08-16","11:12:19","ct254","2024-08-16_ct254","under",54,"28","3","u_d5_r3","5",70.47,69.3,69.3,0.461,0.357,0.516,0.011,48.178,0,136.691,6.31,21.664,0,"3"
"283","2024-08-16","11:16:54","ct255","2024-08-16_ct255","under",55,"35","4","u_d5_r3","5",66.63,65.52,65.52,0.357,0.273,0.533,0.014,37.253,0,125.119,7.218,17.335,0,"3"
"284","2024-08-16","11:21:28","ct256","2024-08-16_ct256","under",56,"28","4","u_d5_r3","5",103.69,100,100,0.726,0.767,0.738,0.019,39.263,0,140.555,8.047,17.467,0,"3"
"285","2024-08-16","11:31:13","ct249","2024-08-16_ct249","under",49,"35","1","u_d5_r3","5",81.54,80.22,80.22,0.697,0.637,0.729,0.03,24.431,0,111.89,9.42,11.878,0,"3"
"286","2024-08-16","11:35:30","ct250","2024-08-16_ct250","under",50,"28","1","u_d5_r3","5",77.38,72.39,72.39,0.603,0.555,0.73,0.038,19.172,0,105.969,11.125,9.526,0,"3"
"287","2024-08-16","11:40:23","ct251","2024-08-16_ct251","under",51,"35","2","u_d5_r3","5",131.79,117.26,117.26,0.327,0.265,0.552,0.014,40.412,0,238.869,16.302,14.653,0,"3"
"288","2024-08-16","11:45:17","ct252","2024-08-16_ct252","under",52,"28","2","u_d5_r3","5",95.79,93.48,93.48,0.268,0.278,0.528,0.007,74.751,0,181.348,6.01,30.176,0,"3"
"289","2024-08-11","13:42:24","ct177","2024-08-11_ct177","under",77,"35","3","u_d9_r2","9",73.04,77.5,77.5,0.699,0.591,0.721,0.009,77.279,0,101.241,2.589,39.106,0,"2"
"290","2024-08-11","13:47:00","ct178","2024-08-11_ct178","under",78,"28","3","u_d9_r2","9",64.79,65.6,63.75,0.721,0.444,0.574,0.01,57.039,0,112.792,4.08,27.645,0,"2"
"291","2024-08-11","13:51:47","ct179","2024-08-11_ct179","under",79,"35","4","u_d9_r2","9",57.04,59.86,56.28,0.614,0.356,0.562,0.007,81.329,0,101.533,2.47,41.108,0,"2"
"292","2024-08-11","13:56:08","ct180","2024-08-11_ct180","under",80,"28","4","u_d9_r2","9",60.57,58.38,58.38,0.653,0.377,0.601,0.018,33.341,0,100.774,5.962,16.903,0,"2"
"293","2024-08-11","14:00:58","ct173","2024-08-11_ct173","under",73,"35","1","u_d9_r2","9",59.21,60.9,60.9,0.683,0.64,0.803,0.011,71.616,0,73.718,1.785,41.305,0,"2"
"294","2024-08-11","14:06:36","ct174","2024-08-11_ct174","under",74,"28","1","u_d9_r2","9",89.23,84.38,84.38,0.865,0.731,0.774,0.029,26.596,0,115.291,9.022,12.779,0,"2"
"295","2024-08-11","14:12:04","ct175","2024-08-11_ct175","under",75,"35","2","u_d9_r2","9",77.82,77.08,75,0.486,0.354,0.555,0.004,140.805,0,140.259,2.237,62.691,0,"2"
"296","2024-08-11","14:17:13","ct176","2024-08-11_ct176","under",76,"28","2","u_d9_r2","9",61.16,63.13,63.13,0.642,0.443,0.64,0.007,95.624,0,95.513,1.928,49.544,0,"2"
"297","2024-08-11","14:21:37","ct185","2024-08-11_ct185","under",85,"35","3","u_d9_r2","9",110.09,95.62,95.62,0.808,0.506,0.567,0.024,23.593,0,194.125,20.92,9.279,0,"2"
"298","2024-08-11","14:26:43","ct186","2024-08-11_ct186","under",86,"28","3","u_d9_r2","9",68.54,67.5,67.5,0.616,0.436,0.511,0.016,32.148,0,134.154,9.214,14.56,0,"2"
"299","2024-08-11","14:31:41","ct187","2024-08-11_ct187","under",87,"35","4","u_d9_r2","9",60.96,59.86,57.29,0.65,0.376,0.562,0.013,43.684,0,108.388,5.039,21.51,0,"2"
"300","2024-08-11","14:36:12","ct188","2024-08-11_ct188","under",88,"28","4","u_d9_r2","9",81.91,79.54,78.12,0.624,0.377,0.56,0.015,38.051,0,146.165,8.765,16.676,0,"2"
"301","2024-08-11","14:40:48","ct181","2024-08-11_ct181","under",81,"35","1","u_d9_r2","9",81.48,80.62,80.62,0.877,0.638,0.662,0.022,29.571,0,123.05,8.884,13.85,0,"2"
"302","2024-08-11","14:46:02","ct182","2024-08-11_ct182","under",82,"28","1","u_d9_r2","9",40.57,51.88,44.1,0.21,0.19,0.419,0.029,14.256,0,96.755,13.169,7.347,0,"2"
"303","2024-08-11","14:51:22","ct183","2024-08-11_ct183","under",83,"35","2","u_d9_r2","9",59.54,59.38,55.44,0.698,0.373,0.49,0.009,52.665,0,121.484,4.9,24.79,0,"2"
"304","2024-08-11","14:56:13","ct184","2024-08-11_ct184","under",84,"28","2","u_d9_r2","9",74.49,70.62,70.62,0.471,0.272,0.51,0.014,35.32,0,146.053,9.433,15.483,0,"2"
"305","2024-08-11","15:00:41","ct193","2024-08-11_ct193","under",93,"35","3","u_d9_r2","9",85.32,83.12,83.12,0.676,0.52,0.614,0.015,41.974,0,138.968,7.41,18.755,0,"2"
"306","2024-08-11","15:05:09","ct194","2024-08-11_ct194","under",94,"28","3","u_d9_r2","9",17.83,25.42,15,0.07,0.028,0.288,0.023,12.677,0,61.912,7.866,7.87,0,"2"
"307","2024-08-11","15:09:38","ct195","2024-08-11_ct195","under",95,"35","4","u_d9_r2","9",63.32,62.16,62.16,0.626,0.333,0.548,0.018,29.687,0,115.56,8.109,14.251,0,"2"
"308","2024-08-11","15:14:04","ct196","2024-08-11_ct196","under",96,"28","4","u_d9_r2","9",59.21,60,58.8,0.282,0.275,0.491,0.007,69.571,0,120.638,3.674,32.838,0,"2"
"309","2024-08-11","15:18:26","ct189","2024-08-11_ct189","under",89,"35","1","u_d9_r2","9",50.28,47.88,47.88,0.592,0.413,0.584,0.031,18.564,0,86.016,8.567,10.04,0,"2"
"310","2024-08-11","15:23:28","ct190","2024-08-11_ct190","under",90,"28","1","u_d9_r2","9",77.62,70.11,70.11,0.715,0.495,0.633,0.037,17.055,0,122.575,15.321,8,0,"2"
"311","2024-08-11","15:28:17","ct191","2024-08-11_ct191","under",91,"35","2","u_d9_r2","9",79.41,79.8,79.8,0.446,0.287,0.487,0.011,42.943,0,163.171,9.042,18.047,0,"2"
"312","2024-08-11","15:32:55","ct192","2024-08-11_ct192","under",92,"28","2","u_d9_r2","9",53.83,51.88,51.24,0.529,0.319,0.492,0.012,39.44,0,109.417,5.655,19.347,0,"2"
"313","2024-08-11","15:37:19","ct153","2024-08-11_ct153","under",53,"35","3","u_d9_r2","9",75.62,82.82,82.82,0.646,0.43,0.473,0.017,27.477,0,159.775,13.726,11.64,0,"2"
"314","2024-08-11","15:41:42","ct154","2024-08-11_ct154","under",54,"28","3","u_d9_r2","9",106.53,95.62,95.62,0.613,0.483,0.559,0.027,20.549,0,190.463,23.395,8.141,0,"2"
"315","2024-08-11","15:46:34","ct155","2024-08-11_ct155","under",55,"35","4","u_d9_r2","9",32.05,37.5,30.5,0.174,0.149,0.392,0.021,19.055,0,81.694,7.76,10.528,0,"2"
"316","2024-08-11","15:50:55","ct156","2024-08-11_ct156","under",56,"28","4","u_d9_r2","9",74.74,70,70,0.57,0.38,0.423,0.013,32.761,0,176.849,13.245,13.353,0,"2"
"317","2024-08-11","15:55:51","ct149","2024-08-11_ct149","under",49,"35","1","u_d9_r2","9",102.11,94.5,94.5,0.63,0.652,0.793,0.039,20.353,0,128.743,13.745,9.366,0,"2"
"318","2024-08-11","16:00:19","ct150","2024-08-11_ct150","under",50,"28","1","u_d9_r2","9",49.97,61.5,47.46,0.299,0.225,0.361,0.015,24.439,0,138.475,12.664,10.935,0,"2"
"319","2024-08-11","16:05:09","ct151","2024-08-11_ct151","under",51,"35","2","u_d9_r2","9",88.98,84.38,84.38,0.632,0.372,0.573,0.017,33.604,0,155.163,10.779,14.395,0,"2"
"320","2024-08-11","16:10:00","ct152","2024-08-11_ct152","under",52,"28","2","u_d9_r2","9",77.88,83.64,83.64,0.633,0.382,0.533,0.009,61.383,0,146.035,5.427,26.91,0,"2"
"321","2024-08-11","16:14:26","ct161","2024-08-11_ct161","under",61,"35","3","u_d9_r2","9",97.91,93.75,93.75,0.703,0.531,0.6,0.017,34.413,0,163.267,11.292,14.459,0,"2"
"322","2024-08-11","16:20:39","ct162","2024-08-11_ct162","under",62,"28","3","u_d9_r2","9",84.97,78.12,78.12,0.408,0.236,0.439,0.03,14.539,0,193.653,33.835,5.724,0.001,"2"
"323","2024-08-11","16:25:13","ct163","2024-08-11_ct163","under",63,"35","4","u_d9_r2","9",105.64,100.62,100.62,0.726,0.598,0.639,0.027,23.991,0,165.323,16.48,10.032,0,"2"
"324","2024-08-11","16:30:18","ct164","2024-08-11_ct164","under",64,"28","4","u_d9_r2","9",58.19,57.5,55.44,0.421,0.273,0.61,0.022,27.425,0,95.367,6.707,14.218,0,"2"
"325","2024-08-11","16:35:06","ct157","2024-08-11_ct157","under",57,"35","1","u_d9_r2","9",130.4,121.8,121.8,0.884,0.936,0.806,0.03,26.618,0,161.769,14.414,11.223,0,"2"
"326","2024-08-11","16:39:49","ct158","2024-08-11_ct158","under",58,"28","1","u_d9_r2","9",76.82,71.25,71.25,0.672,0.625,0.776,0.039,20.091,0,98.987,9.648,10.26,0,"2"
"327","2024-08-11","16:44:28","ct159","2024-08-11_ct159","under",59,"35","2","u_d9_r2","9",22.15,28.12,19.19,0.027,0.007,0.252,0.016,15.627,0,87.927,10.498,8.375,0,"2"
"328","2024-08-11","16:48:54","ct160","2024-08-11_ct160","under",60,"28","2","u_d9_r2","9",65.12,67.5,67.5,0.646,0.579,0.789,0.028,27.861,0,82.499,5.381,15.331,0,"2"
"329","2024-08-11","16:54:27","ct169","2024-08-11_ct169","under",69,"35","3","u_d9_r2","9",70.74,72.16,71.25,0.646,0.349,0.471,0.004,106.203,0,150.108,3.258,46.073,0,"2"
"330","2024-08-11","16:59:16","ct170","2024-08-11_ct170","under",70,"28","3","u_d9_r2","9",49.78,47.88,47.88,0.565,0.315,0.517,0.013,39.188,0,96.215,4.753,20.243,0,"2"
"331","2024-08-11","17:04:12","ct171","2024-08-11_ct171","under",71,"35","4","u_d9_r2","9",79.38,72.5,72.5,0.668,0.453,0.618,0.025,24.761,0,128.504,11.269,11.403,0,"2"
"332","2024-08-11","17:08:33","ct172","2024-08-11_ct172","under",72,"28","4","u_d9_r2","9",69.69,68.46,68.46,0.506,0.33,0.578,0.014,42.424,0,120.666,6.026,20.023,0,"2"
"333","2024-08-11","17:12:59","ct165","2024-08-11_ct165","under",65,"35","1","u_d9_r2","9",77.3,71.82,71.82,0.922,0.805,0.762,0.048,16.029,0,101.436,12.515,8.105,0,"2"
"334","2024-08-11","17:18:13","ct166","2024-08-11_ct166","under",66,"28","1","u_d9_r2","9",70.39,64.12,64.12,0.657,0.42,0.569,0.032,17.648,0,123.624,14.983,8.251,0,"2"
"335","2024-08-11","17:23:56","ct167","2024-08-11_ct167","under",67,"35","2","u_d9_r2","9",57.7,57.54,57.54,0.725,0.399,0.525,0.007,72,0,109.948,3.119,35.251,0,"2"
"336","2024-08-11","17:28:19","ct168","2024-08-11_ct168","under",68,"28","2","u_d9_r2","9",71.15,72.5,72.5,0.637,0.403,0.541,0.005,103.868,0,131.576,2.776,47.398,0,"2"
"337","2024-08-07","13:46:10","ct161","2024-08-07_ct161","under",61,"35","3","u_d5_r2","5",146.84,141.04,141.04,0.305,0.371,0.6,0.005,131.489,0,244.796,5.186,47.205,0,"2"
"338","2024-08-07","13:51:05","ct162","2024-08-07_ct162","under",62,"28","3","u_d5_r2","5",83.03,82.74,82.74,0.383,0.41,0.613,0.013,48.521,0,135.438,6.186,21.896,0,"2"
"339","2024-08-07","13:56:06","ct163","2024-08-07_ct163","under",63,"35","4","u_d5_r2","5",65.41,66.42,65,0.229,0.196,0.445,0.004,106.013,0,147.011,3.171,46.358,0,"2"
"340","2024-08-07","14:00:31","ct164","2024-08-07_ct164","under",64,"28","4","u_d5_r2","5",88.61,76.02,76.02,0.537,0.334,0.544,0.041,13.272,0,162.918,29.193,5.581,0.001,"2"
"341","2024-08-07","14:05:02","ct157","2024-08-07_ct157","under",57,"35","1","u_d5_r2","5",85.7,78.54,78.54,0.819,0.49,0.547,0.031,17.57,0,156.684,20.894,7.499,0,"2"
"342","2024-08-07","14:09:36","ct158","2024-08-07_ct158","under",58,"28","1","u_d5_r2","5",94.24,86.1,86.1,0.728,0.519,0.59,0.041,14.39,0,159.593,26.168,6.099,0.001,"2"
"343","2024-08-07","14:14:04","ct159","2024-08-07_ct159","under",59,"35","2","u_d5_r2","5",47.17,50,47.04,0.408,0.214,0.379,0.007,56.316,0,124.351,4.734,26.268,0,"2"
"344","2024-08-07","14:18:23","ct160","2024-08-07_ct160","under",60,"28","2","u_d5_r2","5",38.48,41.82,37.91,0.513,0.222,0.555,0.015,36.655,0,69.365,3.198,21.689,0,"2"
"345","2024-08-07","14:23:31","ct169","2024-08-07_ct169","under",69,"35","3","u_d5_r2","5",119.75,118.08,118.08,0.568,0.336,0.466,0.022,21.023,0,256.786,34.696,7.401,0,"2"
"346","2024-08-07","14:29:11","ct170","2024-08-07_ct170","under",70,"28","3","u_d5_r2","5",53,54.94,47.88,0.76,0.442,0.586,0.024,24.252,0,90.506,7.046,12.844,0,"2"
"347","2024-08-07","14:34:18","ct171","2024-08-07_ct171","under",71,"35","4","u_d5_r2","5",66.47,72.16,57.54,0.453,0.236,0.461,0.023,20.179,0,144.069,16.201,8.893,0,"2"
"348","2024-08-07","14:38:48","ct172","2024-08-07_ct172","under",72,"28","4","u_d5_r2","5",57.81,58.75,57.12,0.452,0.262,0.485,0.01,47.699,0,119.299,5.276,22.613,0,"2"
"349","2024-08-07","14:43:30","ct165","2024-08-07_ct165","under",65,"35","1","u_d5_r2","5",39.14,51.66,36.48,0.737,0.275,0.428,0.018,24.178,0,91.376,7.164,12.755,0,"2"
"350","2024-08-07","14:48:44","ct166","2024-08-07_ct166","under",66,"28","1","u_d5_r2","5",78.91,82.82,82.82,0.705,0.406,0.479,0.019,24.949,0,164.632,15.755,10.449,0,"2"
"351","2024-08-07","14:54:08","ct167","2024-08-07_ct167","under",67,"35","2","u_d5_r2","5",33.19,38.12,32.49,0.527,0.144,0.345,0.028,12.285,0,96.105,15.138,6.349,0.001,"2"
"352","2024-08-07","14:59:11","ct168","2024-08-07_ct168","under",68,"28","2","u_d5_r2","5",103.2,100.04,100.04,0.489,0.314,0.489,0.014,34.133,0,211.064,16.239,12.998,0,"2"
"353","2024-08-07","15:03:55","ct177","2024-08-07_ct177","under",77,"35","3","u_d5_r2","5",43.67,45.1,44.52,0.443,0.215,0.452,0.009,53.083,0,96.601,3.529,27.377,0,"2"
"354","2024-08-07","15:09:21","ct178","2024-08-07_ct178","under",78,"28","3","u_d5_r2","5",34.47,45.1,33.06,0.431,0.188,0.38,0.021,17.812,0,90.83,9.642,9.42,0,"2"
"355","2024-08-07","15:14:46","ct179","2024-08-07_ct179","under",79,"35","4","u_d5_r2","5",57.2,63.14,52.92,0.404,0.225,0.428,0.011,37.956,0,133.552,7.755,17.221,0,"2"
"356","2024-08-07","15:19:23","ct180","2024-08-07_ct180","under",80,"28","4","u_d5_r2","5",61.46,66.88,66.88,0.658,0.388,0.507,0.011,45.216,0,121.181,5.688,21.305,0,"2"
"357","2024-08-07","15:24:00","ct173","2024-08-07_ct173","under",73,"35","1","u_d5_r2","5",71.79,66.42,66.25,0.643,0.396,0.491,0.021,23.28,0,146.199,14.331,10.202,0,"2"
"358","2024-08-07","15:28:35","ct174","2024-08-07_ct174","under",74,"28","1","u_d5_r2","5",48.21,50,47.46,0.51,0.216,0.409,0.014,29.857,0,117.824,8.284,14.224,0,"2"
"359","2024-08-07","15:34:01","ct175","2024-08-07_ct175","under",75,"35","2","u_d5_r2","5",59.21,66.42,57.96,0.483,0.28,0.509,0.016,32.458,0,116.26,7.479,15.544,0,"2"
"360","2024-08-07","15:39:00","ct176","2024-08-07_ct176","under",76,"28","2","u_d5_r2","5",55.88,68.88,58.38,0.735,0.463,0.557,0.018,30.813,0,100.39,6.416,15.646,0,"2"
"361","2024-08-07","15:43:30","ct185","2024-08-07_ct185","under",85,"35","3","u_d5_r2","5",72.67,80.36,68.12,0.618,0.359,0.459,0.01,47.783,0,158.457,7.803,20.306,0,"2"
"362","2024-08-07","15:48:45","ct186","2024-08-07_ct186","under",86,"28","3","u_d5_r2","5",48.01,44.37,43.68,0.338,0.175,0.284,0.009,30.244,0,168.903,13.464,12.544,0,"2"
"363","2024-08-07","15:53:21","ct187","2024-08-07_ct187","under",87,"35","4","u_d5_r2","5",50.75,60.68,57.54,0.432,0.204,0.481,0.021,22.71,0,105.443,9.326,11.306,0,"2"
"364","2024-08-07","15:57:48","ct188","2024-08-07_ct188","under",88,"28","4","u_d5_r2","5",100.16,91.02,91.02,0.911,0.728,0.457,0.022,21.028,0,219.102,27.767,7.891,0,"2"
"365","2024-08-07","16:02:40","ct181","2024-08-07_ct181","under",81,"35","1","u_d5_r2","5",65.01,65.6,60.13,0.5,0.315,0.586,0.017,34.963,0,111.01,6.51,17.053,0,"2"
"366","2024-08-07","16:07:15","ct182","2024-08-07_ct182","under",82,"28","1","u_d5_r2","5",41.53,41.58,39.33,0.674,0.432,0.347,0.008,45.241,0,119.669,5.586,21.421,0,"2"
"367","2024-08-07","16:11:39","ct183","2024-08-07_ct183","under",83,"35","2","u_d5_r2","5",46.42,53.3,44.74,0.374,0.217,0.488,0.015,32.707,0,95.117,5.604,16.974,0,"2"
"368","2024-08-07","16:16:10","ct184","2024-08-07_ct184","under",84,"28","2","u_d5_r2","5",90.73,83.64,83.64,0.565,0.28,0.487,0.017,28.7,0,186.483,16.268,11.463,0,"2"
"369","2024-08-07","16:20:57","ct193","2024-08-07_ct193","under",93,"35","3","u_d5_r2","5",47.08,54.94,47.46,0.602,0.285,0.486,0.011,45.623,0,96.942,4.126,23.495,0,"2"
"370","2024-08-07","16:26:28","ct194","2024-08-07_ct194","under",94,"28","3","u_d5_r2","5",80.48,91.88,91.88,0.75,0.489,0.572,0.019,29.362,0,140.667,10.772,13.059,0,"2"
"371","2024-08-07","16:31:51","ct195","2024-08-07_ct195","under",95,"35","4","u_d5_r2","5",49.48,53.13,49.98,0.466,0.23,0.431,0.008,51.923,0,114.818,4.595,24.989,0,"2"
"372","2024-08-07","16:36:19","ct196","2024-08-07_ct196","under",96,"28","4","u_d5_r2","5",53.89,65.6,48.72,0.411,0.301,0.342,0.012,29.594,0,157.689,12.515,12.6,0,"2"
"373","2024-08-07","16:40:38","ct189","2024-08-07_ct189","under",89,"35","1","u_d5_r2","5",109.38,107.1,107.1,1.05,0.761,0.597,0.028,20.953,0,183.223,21.746,8.426,0,"2"
"374","2024-08-07","16:45:41","ct190","2024-08-07_ct190","under",90,"28","1","u_d5_r2","5",58.36,64.78,57.54,0.372,0.165,0.452,0.007,62.785,0,129.13,4.474,28.859,0,"2"
"375","2024-08-07","16:50:18","ct191","2024-08-07_ct191","under",91,"35","2","u_d5_r2","5",85.57,91.84,91.84,0.381,0.293,0.466,0.008,56.848,0,183.494,8.032,22.846,0,"2"
"376","2024-08-07","16:55:24","ct192","2024-08-07_ct192","under",92,"28","2","u_d5_r2","5",52.74,72.5,72.5,0.099,0.114,0.31,0.021,14.602,0,170.356,28.22,6.037,0.001,"2"
"377","2024-08-07","17:00:10","ct153","2024-08-07_ct153","under",53,"35","3","u_d5_r2","5",69.62,77.9,77.5,0.653,0.402,0.524,0.017,30.44,0,132.923,9.607,13.836,0,"2"
"378","2024-08-07","17:07:48","ct154","2024-08-07_ct154","under",54,"28","3","u_d5_r2","5",56.58,67.24,54.18,0.766,0.323,0.404,0.015,26.362,0,140.155,11.938,11.741,0,"2"
"379","2024-08-07","17:13:15","ct155","2024-08-07_ct155","under",55,"35","4","u_d5_r2","5",54.32,61.5,57.96,0.362,0.225,0.532,0.016,32.362,0,102.181,6.263,16.316,0,"2"
"380","2024-08-07","17:18:13","ct156","2024-08-07_ct156","under",56,"28","4","u_d5_r2","5",57.35,63.14,54.6,0.43,0.193,0.367,0.008,46.974,0,156.101,7.775,20.076,0,"2"
"381","2024-08-07","17:23:39","ct149","2024-08-07_ct149","under",49,"35","1","u_d5_r2","5",50.93,68.88,52.08,0.588,0.284,0.523,0.025,21.352,0,97.294,8.861,10.98,0,"2"
"382","2024-08-07","17:28:36","ct150","2024-08-07_ct150","under",50,"28","1","u_d5_r2","5",68.58,74.62,73.12,0.497,0.347,0.583,0.015,37.777,0,117.613,6.531,18.009,0,"2"
"383","2024-08-07","17:33:39","ct151","2024-08-07_ct151","under",51,"35","2","u_d5_r2","5",60.73,68.88,63.84,0.636,0.34,0.527,0.013,39.267,0,115.272,6.109,18.869,0,"2"
"384","2024-08-07","17:38:10","ct152","2024-08-07_ct152","under",52,"28","2","u_d5_r2","5",52.14,56.88,53.34,0.48,0.242,0.423,0.011,38.031,0,123.269,6.925,17.8,0,"2"
"385","2024-08-07","07:38:59","ct113","2024-08-07_ct113","canopy",13,"35","3","c_d5_r2","5",86.74,89.38,89.38,1.115,0.81,0.743,0.029,25.614,0,116.739,9.532,12.247,0,"2"
"386","2024-08-07","07:43:38","ct114","2024-08-07_ct114","canopy",14,"28","3","c_d5_r2","5",155.98,141.88,141.88,0.887,0.788,0.67,0.015,44.256,0,232.691,14.349,16.216,0,"2"
"387","2024-08-07","07:48:14","ct115","2024-08-07_ct115","canopy",15,"35","4","c_d5_r2","5",100.24,115.62,115.62,1.698,1.517,0.357,0.067,5.303,0.002,280.794,156.164,1.798,0.122,"2"
"388","2024-08-07","07:52:44","ct116","2024-08-07_ct116","canopy",16,"28","4","c_d5_r2","5",82.63,78.75,78.75,0.646,0.496,0.543,0.017,32.262,0,152.121,10.924,13.925,0,"2"
"389","2024-08-07","07:57:11","ct109","2024-08-07_ct109","canopy",9,"35","1","c_d5_r2","5",31.4,40.62,30.21,1.266,0.469,0.616,0.047,13.172,0,50.987,5.747,8.873,0,"2"
"390","2024-08-07","08:01:37","ct110","2024-08-07_ct110","canopy",10,"28","1","c_d5_r2","5",73.18,91.84,91.84,0.873,0.479,0.585,0.033,17.728,0,125.023,15.151,8.252,0,"2"
"391","2024-08-07","08:06:06","ct111","2024-08-07_ct111","canopy",11,"35","2","c_d5_r2","5",84.61,82,81.25,0.963,0.499,0.498,0.005,91.837,0,169.739,4.465,38.02,0,"2"
"392","2024-08-07","08:11:33","ct112","2024-08-07_ct112","canopy",12,"28","2","c_d5_r2","5",27.08,30.62,21.85,0.735,0.402,0.206,0.01,19.748,0,131.37,14.569,9.017,0,"2"
"393","2024-08-07","08:16:05","ct121","2024-08-07_ct121","canopy",21,"35","3","c_d5_r2","5",52.91,56.25,55.02,0.677,0.313,0.502,0.01,49.119,0,105.329,4.306,24.464,0,"2"
"394","2024-08-07","08:20:38","ct122","2024-08-07_ct122","canopy",22,"28","3","c_d5_r2","5",84.16,78.54,78.54,0.824,0.534,0.597,0.013,47.155,0,141.045,6.732,20.95,0,"2"
"395","2024-08-07","08:25:03","ct123","2024-08-07_ct123","canopy",23,"35","4","c_d5_r2","5",76.87,83.64,83.64,0.314,0.203,0.414,0.013,30.961,0,185.463,14.966,12.392,0,"2"
"396","2024-08-07","08:29:24","ct124","2024-08-07_ct124","canopy",24,"28","4","c_d5_r2","5",101.29,89.38,89.38,0.663,0.428,0.52,0.02,25.613,0,194.946,19.383,10.057,0,"2"
"397","2024-08-07","08:34:26","ct117","2024-08-07_ct117","canopy",17,"35","1","c_d5_r2","5",39.52,60.68,44.94,1.213,0.643,0.907,0.086,10.564,0,43.552,5.738,7.59,0,"2"
"398","2024-08-07","08:38:46","ct118","2024-08-07_ct118","canopy",18,"28","1","c_d5_r2","5",75.74,77.9,74.38,1.351,0.715,0.624,0.012,52.279,0,121.461,4.935,24.611,0,"2"
