Date,Time,ID,run,rlc_day,treatment,plant_id,temp,F,F0,Fm,Fm',Epar,Y(II),ETR,FvFm,NPQ,rETR,deltaNPQ
2023-04-06,11:21:23,ul246,3,1,2,,30,202,138,511,399,66,0.494,13.7,0.73,0.281,32.6,0
2023-04-06,11:21:53,ul246,3,1,2,,30,203,138,511,391,90,0.481,18.2,0.73,0.307,43.29,0
2023-04-06,11:22:23,ul246,3,1,2,,30,208,138,511,377,125,0.448,23.5,0.73,0.355,56,0
2023-04-06,11:22:53,ul246,3,1,2,,30,222,138,511,361,190,0.385,30.7,0.73,0.416,73.15,0
2023-04-06,11:23:24,ul246,3,1,2,,30,245,138,511,346,285,0.292,35,0.73,0.477,83.22,0
2023-04-06,11:23:54,ul246,3,1,2,,30,268,138,511,341,420,0.214,37.7,0.73,0.499,89.88,0
2023-04-06,11:24:24,ul246,3,1,2,,30,291,138,511,334,625,0.129,33.9,0.73,0.53,80.62,0.305
2023-04-06,11:25:20,ul247,3,1,3,,30,151,151,640,640,0,0.764,0,0.764,-,0,0
2023-04-06,11:25:50,ul247,3,1,3,,30,248,151,640,505,45,0.509,9.6,0.764,0.267,22.91,0
2023-04-06,11:26:21,ul247,3,1,3,,30,256,151,640,483,66,0.47,13,0.764,0.325,31.02,0
2023-04-06,11:26:51,ul247,3,1,3,,30,254,151,640,466,90,0.455,17.2,0.764,0.373,40.95,0
2023-04-06,11:27:21,ul247,3,1,3,,30,252,151,640,443,125,0.431,22.6,0.764,0.445,53.88,0
2023-04-06,11:27:51,ul247,3,1,3,,30,264,151,640,419,190,0.37,29.5,0.764,0.527,70.3,0
2023-04-06,11:28:22,ul247,3,1,3,,30,286,151,640,398,285,0.281,33.6,0.764,0.608,80.09,0
2023-04-06,11:28:52,ul247,3,1,3,,30,307,151,640,381,420,0.194,34.2,0.764,0.68,81.48,0
2023-04-06,11:29:22,ul247,3,1,3,,30,322,151,640,370,625,0.13,34.1,0.764,0.73,81.25,0.463
2023-04-06,11:30:01,ul248,3,1,4,,30,116,116,468,468,0,0.752,0,0.752,-,0,0
2023-04-06,11:30:31,ul248,3,1,4,,30,181,116,468,376,45,0.519,9.8,0.752,0.245,23.36,0
2023-04-06,11:31:01,ul248,3,1,4,,30,185,116,468,349,66,0.47,13,0.752,0.341,31.02,0
2023-04-06,11:31:32,ul248,3,1,4,,30,181,116,468,332,90,0.455,17.2,0.752,0.41,40.95,0
2023-04-06,11:32:02,ul248,3,1,4,,30,175,116,468,313,125,0.441,23.2,0.752,0.495,55.12,0
2023-04-06,11:32:32,ul248,3,1,4,,30,178,116,468,292,190,0.39,31.1,0.752,0.603,74.1,0
2023-04-06,11:33:02,ul248,3,1,4,,30,186,116,468,274,285,0.321,38.4,0.752,0.708,91.48,0
2023-04-06,11:33:33,ul248,3,1,4,,30,200,116,468,263,420,0.24,42.3,0.752,0.779,100.8,0
2023-04-06,11:34:03,ul248,3,1,4,,30,215,116,468,260,625,0.173,45.4,0.752,0.8,108.12,0.555
2023-04-07,7:57:24,hm205,3,5,1,,24,72,72,226,226,0,0.681,0,0.681,-,0,0
2023-04-07,7:57:54,hm205,3,5,1,,24,75,72,226,219,45,0.658,12.4,0.681,0.032,29.61,0
2023-04-07,7:58:24,hm205,3,5,1,,24,80,72,226,220,66,0.636,17.6,0.681,0.027,41.98,0
2023-04-07,7:58:55,hm205,3,5,1,,24,78,72,226,181,90,0.569,21.5,0.681,0.249,51.21,0
2023-04-07,7:59:25,hm205,3,5,1,,24,81,72,226,146,125,0.445,23.4,0.681,0.548,55.62,0
2023-04-07,7:59:55,hm205,3,5,1,,24,86,72,226,124,190,0.306,24.4,0.681,0.823,58.14,0
2023-04-07,8:00:26,hm205,3,5,1,,24,87,72,226,112,285,0.223,26.7,0.681,1.018,63.55,0
2023-04-07,8:00:56,hm205,3,5,1,,24,90,72,226,104,420,0.135,23.8,0.681,1.173,56.7,0
2023-04-07,8:01:26,hm205,3,5,1,,24,92,72,226,102,625,0.098,25.7,0.681,1.216,61.25,1.184
2023-04-07,8:02:16,hm206,3,5,2,,24,114,114,318,318,0,0.642,0,0.642,-,0,0
2023-04-07,8:02:46,hm206,3,5,2,,24,122,114,318,299,45,0.592,11.2,0.642,0.064,26.64,0
2023-04-07,8:03:16,hm206,3,5,2,,24,125,114,318,274,66,0.544,15.1,0.642,0.161,35.9,0
2023-04-07,8:03:47,hm206,3,5,2,,24,122,114,318,221,90,0.448,16.9,0.642,0.439,40.32,0
2023-04-07,8:04:17,hm206,3,5,2,,24,125,114,318,192,125,0.349,18.3,0.642,0.656,43.62,0
2023-04-07,8:04:47,hm206,3,5,2,,24,128,114,318,173,190,0.26,20.7,0.642,0.838,49.4,0
2023-04-07,8:05:18,hm206,3,5,2,,24,130,114,318,158,285,0.177,21.2,0.642,1.013,50.45,0
2023-04-07,8:05:48,hm206,3,5,2,,24,135,114,318,149,420,0.094,16.6,0.642,1.134,39.48,0
2023-04-07,8:06:18,hm206,3,5,2,,24,135,114,318,148,625,0.088,23.1,0.642,1.149,55,1.085
2023-04-07,8:06:46,hm207,3,5,3,,24,88,88,207,207,0,0.575,0,0.575,-,0,0
2023-04-07,8:07:16,hm207,3,5,3,,24,94,88,207,191,45,0.508,9.6,0.575,0.084,22.86,0
2023-04-07,8:07:46,hm207,3,5,3,,24,93,88,207,191,66,0.513,14.2,0.575,0.084,33.86,0
2023-04-07,8:08:17,hm207,3,5,3,,24,92,88,207,171,90,0.462,17.5,0.575,0.211,41.58,0
2023-04-07,8:08:47,hm207,3,5,3,,24,92,88,207,145,125,0.366,19.2,0.575,0.428,45.75,0
2023-04-07,8:09:17,hm207,3,5,3,,24,92,88,207,130,190,0.292,23.3,0.575,0.592,55.48,0
2023-04-07,8:09:48,hm207,3,5,3,,24,95,88,207,117,285,0.188,22.5,0.575,0.769,53.58,0
2023-04-07,8:10:18,hm207,3,5,3,,24,97,88,207,110,420,0.118,20.8,0.575,0.882,49.56,0
2023-04-07,8:10:48,hm207,3,5,3,,24,98,88,207,108,625,0.093,24.4,0.575,0.917,58.12,0.833
2023-04-07,8:11:10,hm208,3,5,4,,24,88,88,252,252,0,0.651,0,0.651,-,0,0
2023-04-07,8:11:40,hm208,3,5,4,,24,100,88,252,237,45,0.578,10.9,0.651,0.063,26.01,0
2023-04-07,8:12:11,hm208,3,5,4,,24,99,88,252,227,66,0.564,15.6,0.651,0.11,37.22,0
2023-04-07,8:12:41,hm208,3,5,4,,24,95,88,252,173,90,0.451,17,0.651,0.457,40.59,0
2023-04-07,8:13:11,hm208,3,5,4,,24,98,88,252,147,125,0.333,17.5,0.651,0.714,41.62,0
2023-04-07,8:13:42,hm208,3,5,4,,24,99,88,252,130,190,0.238,19,0.651,0.938,45.22,0
2023-04-07,8:14:12,hm208,3,5,4,,24,104,88,252,122,285,0.148,17.7,0.651,1.066,42.18,0
2023-04-07,8:14:42,hm208,3,5,4,,24,107,88,252,118,420,0.093,16.4,0.651,1.136,39.06,0
2023-04-07,8:15:12,hm208,3,5,4,,24,111,88,252,119,625,0.067,17.6,0.651,1.118,41.88,1.055
2023-04-07,8:15:54,ul205,3,5,1,,24,144,144,600,600,0,0.76,0,0.76,-,0,0
2023-04-07,8:16:25,ul205,3,5,1,,24,234,144,600,489,45,0.521,9.8,0.76,0.227,23.45,0
2023-04-07,8:16:55,ul205,3,5,1,,24,236,144,600,465,66,0.492,13.6,0.76,0.29,32.47,0
2023-04-07,8:17:25,ul205,3,5,1,,24,238,144,600,442,90,0.462,17.5,0.76,0.357,41.58,0
2023-04-07,8:17:56,ul205,3,5,1,,24,257,144,600,424,125,0.394,20.7,0.76,0.415,49.25,0
2023-04-07,8:18:26,ul205,3,5,1,,24,279,144,600,405,190,0.311,24.8,0.76,0.481,59.09,0
2023-04-07,8:18:56,ul205,3,5,1,,24,306,144,600,395,285,0.225,26.9,0.76,0.519,64.12,0
2023-04-07,8:19:27,ul205,3,5,1,,24,325,144,600,384,420,0.154,27.2,0.76,0.563,64.68,0
2023-04-07,8:19:57,ul205,3,5,1,,24,340,144,600,375,625,0.093,24.4,0.76,0.6,58.12,0.373
2023-04-07,8:20:23,ul206,3,5,2,,24,328,328,1258,1258,0,0.739,0,0.739,-,0,0
2023-04-07,8:20:53,ul206,3,5,2,,24,545,328,1258,1107,45,0.508,9.6,0.739,0.136,22.86,0
2023-04-07,8:21:23,ul206,3,5,2,,24,585,328,1258,1076,66,0.456,12.6,0.739,0.169,30.1,0
2023-04-07,8:21:54,ul206,3,5,2,,24,586,328,1258,1035,90,0.434,16.4,0.739,0.215,39.06,0
2023-04-07,8:22:24,ul206,3,5,2,,24,621,328,1258,997,125,0.377,19.8,0.739,0.262,47.12,0
2023-04-07,8:22:54,ul206,3,5,2,,24,682,328,1258,967,190,0.295,23.5,0.739,0.301,56.05,0
2023-04-07,8:23:24,ul206,3,5,2,,24,745,328,1258,936,285,0.204,24.4,0.739,0.344,58.14,0
2023-04-07,8:23:55,ul206,3,5,2,,24,777,328,1258,897,420,0.134,23.6,0.739,0.402,56.28,0
2023-04-07,8:24:25,ul206,3,5,2,,24,783,328,1258,847,625,0.076,20,0.739,0.485,47.5,0.349
2023-04-07,8:25:08,ul207,3,5,3,,24,267,267,1314,1314,0,0.797,0,0.797,-,0,0
2023-04-07,8:25:38,ul207,3,5,3,,24,574,267,1314,1139,45,0.496,9.4,0.797,0.154,22.32,0
2023-04-07,8:26:08,ul207,3,5,3,,24,583,267,1314,1106,66,0.473,13.1,0.797,0.188,31.22,0
2023-04-07,8:26:39,ul207,3,5,3,,24,553,267,1314,1051,90,0.474,17.9,0.797,0.25,42.66,0
2023-04-07,8:27:09,ul207,3,5,3,,24,568,267,1314,1000,125,0.432,22.7,0.797,0.314,54,0
2023-04-07,8:27:39,ul207,3,5,3,,24,622,267,1314,952,190,0.347,27.7,0.797,0.38,65.93,0
2023-04-07,8:28:10,ul207,3,5,3,,24,669,267,1314,894,285,0.252,30.2,0.797,0.47,71.82,0
2023-04-07,8:28:40,ul207,3,5,3,,24,691,267,1314,828,420,0.165,29.1,0.797,0.587,69.3,0
2023-04-07,8:29:10,ul207,3,5,3,,24,701,267,1314,774,625,0.094,24.7,0.797,0.698,58.75,0.544
2023-04-07,8:29:36,ul208,3,5,4,,24,208,208,1058,1058,0,0.803,0,0.803,-,0,0
2023-04-07,8:30:06,ul208,3,5,4,,24,437,208,1058,878,45,0.502,9.5,0.803,0.205,22.59,0
2023-04-07,8:30:37,ul208,3,5,4,,24,465,208,1058,874,66,0.468,13,0.803,0.211,30.89,0
2023-04-07,8:31:07,ul208,3,5,4,,24,435,208,1058,841,90,0.483,18.3,0.803,0.258,43.47,0
2023-04-07,8:31:37,ul208,3,5,4,,24,444,208,1058,792,125,0.439,23,0.803,0.336,54.88,0
2023-04-07,8:32:08,ul208,3,5,4,,24,478,208,1058,730,190,0.345,27.5,0.803,0.449,65.55,0
2023-04-07,8:32:38,ul208,3,5,4,,24,492,208,1058,656,285,0.25,29.9,0.803,0.613,71.25,0
2023-04-07,8:33:08,ul208,3,5,4,,24,495,208,1058,595,420,0.168,29.6,0.803,0.778,70.56,0
2023-04-07,8:33:39,ul208,3,5,4,,24,499,208,1058,553,625,0.098,25.7,0.803,0.913,61.25,0.708
2023-04-07,8:34:12,hm209,3,5,1,,27,95,95,279,279,0,0.659,0,0.659,-,0,0
2023-04-07,8:34:43,hm209,3,5,1,,27,106,95,279,197,45,0.462,8.7,0.659,0.416,20.79,0
2023-04-07,8:35:13,hm209,3,5,1,,27,103,95,279,184,66,0.44,12.2,0.659,0.516,29.04,0
2023-04-07,8:35:43,hm209,3,5,1,,27,107,95,279,163,90,0.344,13,0.659,0.712,30.96,0
2023-04-07,8:36:14,hm209,3,5,1,,27,110,95,279,149,125,0.262,13.8,0.659,0.872,32.75,0
2023-04-07,8:36:44,hm209,3,5,1,,27,115,95,279,140,190,0.179,14.3,0.659,0.993,34.01,0
2023-04-07,8:37:14,hm209,3,5,1,,27,121,95,279,136,285,0.11,13.2,0.659,1.051,31.35,0
2023-04-07,8:37:44,hm209,3,5,1,,27,122,95,279,134,420,0.09,15.9,0.659,1.082,37.8,0
2023-04-07,8:38:15,hm209,3,5,1,,27,126,95,279,135,625,0.067,17.6,0.659,1.067,41.88,0.651
2023-04-07,8:39:11,hm210,3,5,2,,27,102,102,250,250,0,0.592,0,0.592,-,0,0
2023-04-07,8:39:41,hm210,3,5,2,,27,113,102,250,176,45,0.358,6.8,0.592,0.42,16.11,0
2023-04-07,8:40:12,hm210,3,5,2,,27,114,102,250,162,66,0.296,8.2,0.592,0.543,19.54,0
2023-04-07,8:40:42,hm210,3,5,2,,27,113,102,250,151,90,0.252,9.5,0.592,0.656,22.68,0
2023-04-07,8:41:12,hm210,3,5,2,,27,113,102,250,146,125,0.226,11.9,0.592,0.712,28.25,0
2023-04-07,8:41:43,hm210,3,5,2,,27,115,102,250,140,190,0.179,14.3,0.592,0.786,34.01,0
2023-04-07,8:42:13,hm210,3,5,2,,27,117,102,250,136,285,0.14,16.8,0.592,0.838,39.9,0
2023-04-07,8:42:43,hm210,3,5,2,,27,119,102,250,131,420,0.092,16.2,0.592,0.908,38.64,0
2023-04-07,8:43:13,hm210,3,5,2,,27,119,102,250,130,625,0.085,22.3,0.592,0.923,53.13,0.503
2023-04-07,8:43:44,hm211,3,5,3,,27,121,121,340,340,0,0.644,0,0.644,-,0,0
2023-04-07,8:44:15,hm211,3,5,3,,27,135,121,340,311,45,0.566,10.7,0.644,0.093,25.47,0
2023-04-07,8:44:45,hm211,3,5,3,,27,135,121,340,256,66,0.473,13.1,0.644,0.328,31.22,0
2023-04-07,8:45:15,hm211,3,5,3,,27,136,121,340,214,90,0.364,13.8,0.644,0.589,32.76,0
2023-04-07,8:45:46,hm211,3,5,3,,27,140,121,340,194,125,0.278,14.6,0.644,0.753,34.75,0
2023-04-07,8:46:16,hm211,3,5,3,,27,144,121,340,175,190,0.177,14.1,0.644,0.943,33.63,0
2023-04-07,8:46:46,hm211,3,5,3,,27,147,121,340,167,285,0.12,14.4,0.644,1.036,34.2,0
2023-04-07,8:47:17,hm211,3,5,3,,27,150,121,340,162,420,0.074,13.1,0.644,1.099,31.08,0
2023-04-07,8:47:47,hm211,3,5,3,,27,154,121,340,162,625,0.049,12.9,0.644,1.099,30.62,1.006
2023-04-07,8:48:07,hm212,3,5,4,,27,101,101,269,269,0,0.625,0,0.625,-,0,0
2023-04-07,8:48:37,hm212,3,5,4,,27,115,101,269,241,45,0.523,9.9,0.625,0.116,23.54,0
2023-04-07,8:49:07,hm212,3,5,4,,27,119,101,269,249,66,0.522,14.5,0.625,0.08,34.45,0
2023-04-07,8:49:38,hm212,3,5,4,,27,118,101,269,211,90,0.441,16.7,0.625,0.275,39.69,0
2023-04-07,8:50:08,hm212,3,5,4,,27,117,101,269,180,125,0.35,18.4,0.625,0.494,43.75,0
2023-04-07,8:50:38,hm212,3,5,4,,27,121,101,269,157,190,0.229,18.3,0.625,0.713,43.51,0
2023-04-07,8:51:08,hm212,3,5,4,,27,125,101,269,148,285,0.155,18.6,0.625,0.818,44.17,0
2023-04-07,8:51:39,hm212,3,5,4,,27,129,101,269,144,420,0.104,18.3,0.625,0.868,43.68,0
2023-04-07,8:52:09,hm212,3,5,4,,27,132,101,269,143,625,0.077,20.2,0.625,0.881,48.12,0.765
2023-04-07,8:52:44,ul209,3,5,1,,27,159,159,609,609,0,0.739,0,0.739,-,0,0
2023-04-07,8:53:14,ul209,3,5,1,,27,225,159,609,462,45,0.513,9.7,0.739,0.318,23.09,0
2023-04-07,8:53:45,ul209,3,5,1,,27,235,159,609,437,66,0.462,12.8,0.739,0.394,30.49,0
2023-04-07,8:54:15,ul209,3,5,1,,27,249,159,609,430,90,0.421,15.9,0.739,0.416,37.89,0
2023-04-07,8:54:45,ul209,3,5,1,,27,274,159,609,417,125,0.343,18,0.739,0.46,42.88,0
2023-04-07,8:55:15,ul209,3,5,1,,27,304,159,609,410,190,0.259,20.7,0.739,0.485,49.21,0
2023-04-07,8:55:46,ul209,3,5,1,,27,331,159,609,403,285,0.179,21.4,0.739,0.511,51.02,0
2023-04-07,8:56:16,ul209,3,5,1,,27,352,159,609,396,420,0.111,19.6,0.739,0.538,46.62,0
2023-04-07,8:56:46,ul209,3,5,1,,27,364,159,609,387,625,0.059,15.5,0.739,0.574,36.88,0.256
2023-04-07,8:57:07,ul210,3,5,2,,27,293,293,1273,1273,0,0.77,0,0.77,-,0,0
2023-04-07,8:57:38,ul210,3,5,2,,27,532,293,1273,1185,45,0.551,10.4,0.77,0.074,24.8,0
2023-04-07,8:58:08,ul210,3,5,2,,27,576,293,1273,1138,66,0.494,13.7,0.77,0.119,32.6,0
2023-04-07,8:58:38,ul210,3,5,2,,27,565,293,1273,1090,90,0.482,18.2,0.77,0.168,43.38,0
2023-04-07,8:59:08,ul210,3,5,2,,27,585,293,1273,1042,125,0.439,23,0.77,0.222,54.88,0
2023-04-07,8:59:39,ul210,3,5,2,,27,667,293,1273,1006,190,0.337,26.9,0.77,0.265,64.03,0
2023-04-07,9:00:09,ul210,3,5,2,,27,733,293,1273,964,285,0.24,28.7,0.77,0.321,68.4,0
2023-04-07,9:00:39,ul210,3,5,2,,27,775,293,1273,917,420,0.155,27.3,0.77,0.388,65.1,0
2023-04-07,9:01:10,ul210,3,5,2,,27,793,293,1273,869,625,0.087,22.8,0.77,0.465,54.37,0.391
2023-04-07,9:01:43,ul211,3,5,3,,27,286,286,1147,1147,0,0.751,0,0.751,-,0,0
2023-04-07,9:02:13,ul211,3,5,3,,27,446,286,1147,1012,45,0.559,10.6,0.751,0.133,25.16,0
2023-04-07,9:02:43,ul211,3,5,3,,27,485,286,1147,947,66,0.488,13.5,0.751,0.211,32.21,0
2023-04-07,9:03:13,ul211,3,5,3,,27,540,286,1147,916,90,0.41,15.5,0.751,0.252,36.9,0
2023-04-07,9:03:44,ul211,3,5,3,,27,586,286,1147,888,125,0.34,17.9,0.751,0.292,42.5,0
2023-04-07,9:04:14,ul211,3,5,3,,27,633,286,1147,851,190,0.256,20.4,0.751,0.348,48.64,0
2023-04-07,9:04:44,ul211,3,5,3,,27,670,286,1147,819,285,0.182,21.8,0.751,0.4,51.87,0
2023-04-07,9:05:15,ul211,3,5,3,,27,699,286,1147,786,420,0.111,19.6,0.751,0.459,46.62,0
2023-04-07,9:05:45,ul211,3,5,3,,27,719,286,1147,761,625,0.055,14.4,0.751,0.507,34.38,0.374
2023-04-07,9:06:36,ul212,3,5,4,,27,270,270,1197,1197,0,0.774,0,0.774,-,0,0
2023-04-07,9:07:07,ul212,3,5,4,,27,492,270,1197,1040,45,0.527,10,0.774,0.151,23.71,0
2023-04-07,9:07:37,ul212,3,5,4,,27,516,270,1197,992,66,0.48,13.3,0.774,0.207,31.68,0
2023-04-07,9:08:07,ul212,3,5,4,,27,507,270,1197,956,90,0.47,17.8,0.774,0.252,42.3,0
2023-04-07,9:08:37,ul212,3,5,4,,27,519,270,1197,910,125,0.43,22.6,0.774,0.315,53.75,0
2023-04-07,9:09:08,ul212,3,5,4,,27,569,270,1197,858,190,0.337,26.9,0.774,0.395,64.03,0
2023-04-07,9:09:38,ul212,3,5,4,,27,613,270,1197,804,285,0.238,28.5,0.774,0.489,67.83,0
2023-04-07,9:10:08,ul212,3,5,4,,27,645,270,1197,761,420,0.152,26.8,0.774,0.573,63.84,0
2023-04-07,9:10:39,ul212,3,5,4,,27,668,270,1197,730,625,0.085,22.3,0.774,0.64,53.13,0.489
2023-04-07,9:11:02,hm213,3,5,1,,27,120,120,361,361,0,0.668,0,0.668,-,0,0
2023-04-07,9:11:32,hm213,3,5,1,,27,136,120,361,313,45,0.565,10.7,0.668,0.153,25.42,0
2023-04-07,9:12:02,hm213,3,5,1,,27,134,120,361,271,66,0.506,14,0.668,0.332,33.4,0
2023-04-07,9:12:33,hm213,3,5,1,,27,133,120,361,223,90,0.404,15.3,0.668,0.619,36.36,0
2023-04-07,9:13:03,hm213,3,5,1,,27,137,120,361,194,125,0.294,15.4,0.668,0.861,36.75,0
2023-04-07,9:13:33,hm213,3,5,1,,27,141,120,361,176,190,0.199,15.9,0.668,1.051,37.81,0
2023-04-07,9:14:04,hm213,3,5,1,,27,145,120,361,169,285,0.142,17,0.668,1.136,40.47,0
2023-04-07,9:14:34,hm213,3,5,1,,27,148,120,361,163,420,0.092,16.2,0.668,1.215,38.64,0
2023-04-07,9:15:04,hm213,3,5,1,,27,151,120,361,164,625,0.079,20.7,0.668,1.201,49.38,1.048
2023-04-07,9:15:34,hm214,3,5,2,,27,128,128,321,321,0,0.601,0,0.601,-,0,0
2023-04-07,9:16:04,hm214,3,5,2,,27,144,128,321,288,45,0.5,9.5,0.601,0.115,22.5,0
2023-04-07,9:16:34,hm214,3,5,2,,27,144,128,321,260,66,0.446,12.4,0.601,0.235,29.44,0
2023-04-07,9:17:05,hm214,3,5,2,,27,145,128,321,226,90,0.358,13.5,0.601,0.42,32.22,0
2023-04-07,9:17:35,hm214,3,5,2,,27,147,128,321,206,125,0.286,15,0.601,0.558,35.75,0
2023-04-07,9:18:05,hm214,3,5,2,,27,152,128,321,191,190,0.204,16.3,0.601,0.681,38.76,0
2023-04-07,9:18:36,hm214,3,5,2,,27,152,128,321,180,285,0.156,18.7,0.601,0.783,44.46,0
2023-04-07,9:19:06,hm214,3,5,2,,27,157,128,321,172,420,0.087,15.3,0.601,0.866,36.54,0
2023-04-07,9:19:36,hm214,3,5,2,,27,161,128,321,172,625,0.064,16.8,0.601,0.866,40,0.751
2023-04-07,9:19:58,hm215,3,5,3,,27,83,83,244,244,0,0.66,0,0.66,-,0,0
2023-04-07,9:20:28,hm215,3,5,3,,27,88,83,244,227,45,0.612,11.6,0.66,0.075,27.54,0
2023-04-07,9:20:58,hm215,3,5,3,,27,95,83,244,220,66,0.568,15.7,0.66,0.109,37.49,0
2023-04-07,9:21:29,hm215,3,5,3,,27,94,83,244,181,90,0.481,18.2,0.66,0.348,43.29,0
2023-04-07,9:21:59,hm215,3,5,3,,27,95,83,244,151,125,0.371,19.5,0.66,0.616,46.38,0
2023-04-07,9:22:29,hm215,3,5,3,,27,97,83,244,135,190,0.281,22.4,0.66,0.807,53.39,0
2023-04-07,9:23:00,hm215,3,5,3,,27,100,83,244,124,285,0.194,23.2,0.66,0.968,55.29,0
2023-04-07,9:23:30,hm215,3,5,3,,27,104,83,244,120,420,0.133,23.5,0.66,1.033,55.86,0
2023-04-07,9:24:00,hm215,3,5,3,,27,106,83,244,119,625,0.109,28.6,0.66,1.05,68.12,0.975
2023-04-07,9:24:23,hm216,3,5,4,,27,106,106,256,256,0,0.586,0,0.586,-,0,0
2023-04-07,9:24:53,hm216,3,5,4,,27,121,106,256,246,45,0.508,9.6,0.586,0.041,22.86,0
2023-04-07,9:25:23,hm216,3,5,4,,27,126,106,256,239,66,0.473,13.1,0.586,0.071,31.22,0
2023-04-07,9:25:54,hm216,3,5,4,,27,130,106,256,219,90,0.406,15.3,0.586,0.169,36.54,0
2023-04-07,9:26:24,hm216,3,5,4,,27,134,106,256,203,125,0.34,17.9,0.586,0.261,42.5,0
2023-04-07,9:26:54,hm216,3,5,4,,27,139,106,256,188,190,0.261,20.8,0.586,0.362,49.59,0
2023-04-07,9:27:24,hm216,3,5,4,,27,145,106,256,182,285,0.203,24.3,0.586,0.407,57.86,0
2023-04-07,9:27:55,hm216,3,5,4,,27,149,106,256,173,420,0.139,24.5,0.586,0.48,58.38,0
2023-04-07,9:28:25,hm216,3,5,4,,27,157,106,256,171,625,0.082,21.5,0.586,0.497,51.25,0.456
2023-04-07,9:28:50,ul213,3,5,1,,27,143,143,562,562,0,0.746,0,0.746,-,0,0
2023-04-07,9:29:20,ul213,3,5,1,,27,231,143,562,473,45,0.512,9.7,0.746,0.188,23.04,0
2023-04-07,9:29:50,ul213,3,5,1,,27,246,143,562,439,66,0.44,12.2,0.746,0.28,29.04,0
2023-04-07,9:30:21,ul213,3,5,1,,27,258,143,562,433,90,0.404,15.3,0.746,0.298,36.36,0
2023-04-07,9:30:51,ul213,3,5,1,,27,280,143,562,420,125,0.333,17.5,0.746,0.338,41.62,0
2023-04-07,9:31:21,ul213,3,5,1,,27,310,143,562,411,190,0.246,19.6,0.746,0.367,46.74,0
2023-04-07,9:31:52,ul213,3,5,1,,27,334,143,562,400,285,0.165,19.8,0.746,0.405,47.03,0
2023-04-07,9:32:22,ul213,3,5,1,,27,351,143,562,392,420,0.105,18.5,0.746,0.434,44.1,0
2023-04-07,9:32:52,ul213,3,5,1,,27,360,143,562,381,625,0.055,14.4,0.746,0.475,34.38,0.287
2023-04-07,9:33:23,ul214,3,5,2,,27,232,232,1075,1075,0,0.784,0,0.784,-,0,0
2023-04-07,9:33:53,ul214,3,5,2,,27,437,232,1075,1011,45,0.568,10.7,0.784,0.063,25.56,0
2023-04-07,9:34:24,ul214,3,5,2,,27,483,232,1075,982,66,0.508,14.1,0.784,0.095,33.53,0
2023-04-07,9:34:54,ul214,3,5,2,,27,492,232,1075,958,90,0.486,18.4,0.784,0.122,43.74,0
2023-04-07,9:35:24,ul214,3,5,2,,27,524,232,1075,931,125,0.437,22.9,0.784,0.155,54.62,0
2023-04-07,9:35:55,ul214,3,5,2,,27,578,232,1075,905,190,0.361,28.8,0.784,0.188,68.59,0
2023-04-07,9:36:25,ul214,3,5,2,,27,636,232,1075,877,285,0.275,32.9,0.784,0.226,78.38,0
2023-04-07,9:36:55,ul214,3,5,2,,27,683,232,1075,843,420,0.19,33.5,0.784,0.275,79.8,0
2023-04-07,9:37:25,ul214,3,5,2,,27,723,232,1075,818,625,0.116,30.5,0.784,0.314,72.5,0.251
2023-04-07,9:38:08,ul215,3,5,3,,27,284,284,1341,1341,0,0.788,0,0.788,-,0,0
2023-04-07,9:38:39,ul215,3,5,3,,27,540,284,1341,1210,45,0.554,10.5,0.788,0.108,24.93,0
2023-04-07,9:39:09,ul215,3,5,3,,27,582,284,1341,1151,66,0.494,13.7,0.788,0.165,32.6,0
2023-04-07,9:39:39,ul215,3,5,3,,27,591,284,1341,1108,90,0.467,17.7,0.788,0.21,42.03,0
2023-04-07,9:40:10,ul215,3,5,3,,27,625,284,1341,1075,125,0.419,22,0.788,0.247,52.38,0
2023-04-07,9:40:40,ul215,3,5,3,,27,686,284,1341,1036,190,0.338,27,0.788,0.294,64.22,0
2023-04-07,9:41:10,ul215,3,5,3,,27,744,284,1341,992,285,0.25,29.9,0.788,0.352,71.25,0
2023-04-07,9:41:40,ul215,3,5,3,,27,780,284,1341,938,420,0.168,29.6,0.788,0.43,70.56,0
2023-04-07,9:42:11,ul215,3,5,3,,27,800,284,1341,888,625,0.099,26,0.788,0.51,61.88,0.402
2023-04-07,9:42:55,ul216,3,5,4,,27,196,196,952,952,0,0.794,0,0.794,-,0,0
2023-04-07,9:43:26,ul216,3,5,4,,27,424,196,952,871,45,0.513,9.7,0.794,0.093,23.09,0
2023-04-07,9:43:56,ul216,3,5,4,,27,427,196,952,815,66,0.476,13.2,0.794,0.168,31.42,0
2023-04-07,9:44:26,ul216,3,5,4,,27,391,196,952,766,90,0.49,18.5,0.794,0.243,44.1,0
2023-04-07,9:44:57,ul216,3,5,4,,27,379,196,952,720,125,0.474,24.9,0.794,0.322,59.25,0
2023-04-07,9:45:27,ul216,3,5,4,,27,405,196,952,684,190,0.408,32.6,0.794,0.392,77.52,0
2023-04-07,9:45:57,ul216,3,5,4,,27,450,196,952,652,285,0.31,37.1,0.794,0.46,88.35,0
2023-04-07,9:46:28,ul216,3,5,4,,27,489,196,952,626,420,0.219,38.6,0.794,0.521,91.98,0
