wavelength,h139_1,h139_2,h139_3,u139_1,u139_2,u139_3,h140_1,h140_2,h140_3,u140_1,u140_2,u140_3,h137_1,h137_2,h137_3,u137_1,u137_2,u137_3,h138_1,h138_2,h138_3,u138_1,u138_2,u138_3,h143_1,h143_2,h143_3,u143_1,u143_2,u143_3,h144_1,h144_2,h144_3,u144_1,u144_2,u144_3,h141_1,h141_2,h141_3,u141_1,u141_2,u141_3,h142_1,h142_2,h142_3,u142_1,u142_2,u142_3,h147_1,h147_2,h147_3,u147_1,u147_2,u147_3,h148_1,h148_2,h148_3,u148_1,u148_2,u148_3,h145_1,h145_2,h145_3,u145_1,u145_2,u145_3,h146_1,h146_2,h146_3,u146_1,u146_2,u146_3,h127_1,h127_2,h127_3,u127_1,u127_2,u127_3,h128_1,h128_2,h128_3,u128_1,u128_2,u128_3,h125_1,h125_2,h125_3,u125_1,u125_2,u125_3,h126_1,h126_2,h126_3,u126_1,u126_2,u126_3,h131_1,h131_2,h131_3,u131_1,u131_2,u131_3,h132_1,h132_2,h132_3,u132_1,u132_2,u132_3,h129_1,h129_2,h129_3,u129_1,u129_2,u129_3,h130_1,h130_2,h130_3,u130_1,u130_2,u130_3,h135_1,h135_2,h135_3,u135_1,u135_2,u135_3,h136_1,h136_2,h136_3,u136_1,u136_2,u136_3,h133_1,h133_2,h133_3,u133_1,u133_2,u133_3,h134_1,h134_2,h134_3,u134_1,u134_2,u134_3
549.463,0.68649,0.69562,0.62955,0.68823,0.38445,0.54527,0.92638,1.38345,1.13081,0.38549,0.45446,0.35582,0.32879,0.38187,0.47768,0.49466,0.66147,0.50659,0.58344,0.6146,0.52549,0.41026,0.48093,0.61999,0.85839,1.02907,0.75981,0.6168,0.60788,0.52683,0.42828,0.72338,0.65791,0.80032,0.71693,0.54043,0.58453,1.32739,1.05503,0.47472,0.34486,0.48285,0.90751,0.5789,1.06017,0.53267,0.50732,0.41827,0.46486,0.50157,0.84007,0.57851,0.38302,0.38765,0.50635,0.41443,1.11821,0.82424,1.08994,0.80747,0.38007,0.7694,0.35372,0.44727,0.39334,0.42545,0.47966,1.05914,0.97952,0.38065,0.53486,0.39337,0.74736,0.85522,0.42134,0.50699,0.48452,0.48328,1.11316,0.92115,0.90961,1.17138,0.75652,0.65733,0.59099,0.42898,1.04718,0.67961,0.75427,0.60088,1.21423,0.89302,0.52053,0.45132,0.50641,0.5005,0.46715,0.79947,0.59905,0.36123,0.50132,0.50324,0.85309,0.23901,1.00673,0.71014,0.59455,0.46931,0.40265,0.90651,1.189,0.60188,0.41489,0.37584,0.67493,0.98068,1.05202,0.60611,0.4893,0.90407,0.53368,1.06361,0.60216,0.55684,0.38208,0.4816,0.58,1.58581,1.20036,0.84962,0.89549,1.09426,0.96978,0.95517,0.73896,0.35971,1.02718,0.3322,0.41172,0.88919,0.75987,0.42779,0.48994,0.54975
549.806,0.75926,0.6753,0.67642,0.69459,0.45335,0.50678,0.95195,1.44364,1.14037,0.43596,0.50605,0.36621,0.31121,0.36694,0.48264,0.54315,0.71788,0.56617,0.56511,0.553,0.59855,0.46304,0.55179,0.65286,0.88138,1.13071,0.80605,0.68844,0.61754,0.57856,0.42476,0.83619,0.70416,0.83958,0.74787,0.5606,0.66361,1.32146,1.08676,0.50975,0.41491,0.50281,0.98793,0.57368,1.05602,0.58147,0.56545,0.47634,0.49654,0.5321,0.86799,0.61642,0.46356,0.43618,0.60373,0.48658,1.13413,0.8755,1.08613,0.80987,0.44511,0.8437,0.36606,0.44027,0.4462,0.48009,0.46231,1.13156,1.04505,0.4641,0.54779,0.45835,0.83631,0.94462,0.41301,0.50987,0.52095,0.54491,1.14946,0.99132,0.99584,1.18511,0.79212,0.72588,0.65258,0.47537,1.08234,0.72624,0.82865,0.65128,1.22,0.95171,0.47634,0.47579,0.55581,0.52668,0.56326,0.85036,0.68872,0.47967,0.58565,0.59579,0.91391,0.26547,1.06196,0.71737,0.63626,0.5092,0.46419,0.90843,1.26419,0.66876,0.48848,0.44623,0.76132,1.02198,1.11284,0.63662,0.50438,0.98742,0.58537,1.09385,0.62348,0.6627,0.4413,0.50641,0.6843,1.55828,1.24156,0.87411,0.94205,1.11853,0.96413,0.99514,0.82214,0.4234,1.10654,0.39408,0.44172,0.90767,0.83325,0.51538,0.53797,0.56987
550.148,0.69446,0.66135,0.58826,0.65689,0.41059,0.49947,0.93582,1.40128,1.06475,0.36554,0.45169,0.33501,0.25765,0.30373,0.48307,0.4607,0.59047,0.48859,0.51808,0.55543,0.54622,0.39458,0.49456,0.6127,0.82784,1.08079,0.73062,0.64541,0.62343,0.52912,0.36063,0.68512,0.71352,0.79571,0.70488,0.52569,0.63898,1.30761,1.09016,0.40446,0.36872,0.43147,0.97184,0.53006,1.04338,0.5524,0.56595,0.37782,0.4349,0.4278,0.82511,0.58205,0.40431,0.43802,0.53006,0.40552,1.02892,0.79625,1.04538,0.73008,0.36402,0.78285,0.33049,0.42174,0.38015,0.40922,0.42344,1.07533,1.04502,0.39128,0.51578,0.39473,0.76333,0.87271,0.40998,0.46133,0.45642,0.46973,1.08694,0.89957,0.96471,1.159,0.68224,0.60915,0.57799,0.388,1.05178,0.65074,0.78622,0.60384,1.16919,0.91909,0.45203,0.45051,0.52527,0.50435,0.44736,0.74829,0.63016,0.39279,0.543,0.51338,0.85361,0.22982,0.99063,0.71461,0.61888,0.43981,0.39137,0.90245,1.13096,0.57914,0.4409,0.35787,0.65917,0.97729,1.1245,0.57268,0.46991,0.89323,0.51508,1.0696,0.6153,0.61139,0.39173,0.46564,0.617,1.53979,1.22521,0.87829,0.91621,1.07879,0.94898,0.96256,0.77728,0.39467,1.08958,0.32846,0.36839,0.8527,0.75542,0.43581,0.48753,0.52381
550.491,0.68474,0.64684,0.60292,0.68162,0.3543,0.46921,0.90058,1.37893,1.12716,0.3563,0.437,0.2798,0.27859,0.32702,0.53033,0.45471,0.65889,0.48982,0.5866,0.61372,0.50814,0.37367,0.46043,0.60116,0.8964,1.04195,0.73878,0.61058,0.58524,0.49445,0.37609,0.68898,0.66407,0.74807,0.68062,0.51331,0.58188,1.27134,1.07406,0.39662,0.3556,0.44296,0.92443,0.49733,1.05593,0.56711,0.52445,0.39665,0.44638,0.46449,0.78034,0.58848,0.39211,0.3783,0.51331,0.44417,1.07588,0.79705,1.04485,0.69658,0.39208,0.74589,0.29273,0.38191,0.42077,0.41106,0.44705,1.1014,0.9854,0.37957,0.56057,0.38012,0.72494,0.88453,0.40842,0.4195,0.44414,0.43467,1.08442,0.9007,0.8931,1.10067,0.76457,0.62281,0.5418,0.38405,1.08756,0.66385,0.78848,0.53759,1.18253,0.85626,0.463,0.44938,0.5187,0.49394,0.45979,0.7913,0.59438,0.37092,0.47538,0.52718,0.86498,0.21835,1.00326,0.67969,0.60927,0.42368,0.38596,0.90842,1.23202,0.58702,0.40443,0.43437,0.68874,0.95652,1.09528,0.5893,0.45519,0.92828,0.49788,1.07388,0.62411,0.59453,0.37518,0.43494,0.65922,1.55792,1.18422,0.85426,0.90618,1.14989,0.96651,0.92921,0.70448,0.39556,1.07978,0.30716,0.39208,0.81854,0.79066,0.44342,0.44517,0.52984
550.834,0.65672,0.67549,0.64851,0.6846,0.41004,0.47313,0.87839,1.39166,1.13309,0.41446,0.42784,0.32633,0.35854,0.32754,0.52651,0.44458,0.65993,0.48358,0.53386,0.57019,0.56535,0.3708,0.49342,0.60994,0.86452,1.07402,0.72335,0.66005,0.62841,0.57249,0.42021,0.71714,0.63362,0.76849,0.71073,0.53807,0.58242,1.30538,1.09403,0.47271,0.36048,0.46481,0.93954,0.57343,1.0449,0.53132,0.52548,0.44513,0.47307,0.50328,0.81239,0.55318,0.43477,0.43211,0.52838,0.43066,1.08858,0.82135,1.02946,0.76834,0.38969,0.77794,0.35815,0.39793,0.34234,0.3491,0.43983,1.12573,0.99034,0.40771,0.53495,0.39953,0.74972,0.8604,0.40653,0.43214,0.45485,0.45651,1.10051,0.93615,0.96779,1.1313,0.73703,0.61463,0.58448,0.44222,1.05183,0.72496,0.80067,0.57494,1.18507,0.92029,0.45191,0.48043,0.51536,0.50707,0.47679,0.79719,0.63901,0.41697,0.54761,0.54709,0.86071,0.22854,1.01692,0.67394,0.62048,0.45908,0.41119,0.91481,1.22779,0.57158,0.39236,0.44652,0.68784,1.00699,1.09152,0.59856,0.47122,0.89301,0.54637,1.12873,0.62853,0.5975,0.40913,0.48682,0.6496,1.57988,1.20517,0.88147,0.92807,1.10109,0.94045,0.96661,0.76413,0.43629,1.04792,0.35467,0.46429,0.80797,0.71954,0.48221,0.4612,0.58996
551.177,0.72475,0.58497,0.58802,0.66945,0.38491,0.49038,0.86278,1.41012,1.13234,0.384,0.393,0.28642,0.25331,0.35093,0.48805,0.39521,0.6603,0.46117,0.52197,0.51037,0.54275,0.37911,0.43571,0.55969,0.80352,1.09565,0.71246,0.5541,0.55589,0.48802,0.31435,0.67776,0.69156,0.77054,0.65347,0.4416,0.60183,1.20903,1.05762,0.38847,0.34948,0.4265,0.90543,0.50539,1.01102,0.4827,0.49959,0.37787,0.45697,0.43927,0.8066,0.56733,0.33516,0.3557,0.50055,0.3847,1.08843,0.77205,1.05215,0.73656,0.38008,0.79736,0.30366,0.37669,0.37101,0.38886,0.44362,1.13129,1.0083,0.36229,0.48198,0.40294,0.68319,0.86997,0.3843,0.48621,0.4557,0.42837,1.08293,0.89286,0.93602,1.13781,0.74882,0.63348,0.52898,0.40252,1.05901,0.61113,0.77462,0.53783,1.13394,0.84417,0.42571,0.41357,0.52043,0.49427,0.466,0.7494,0.60367,0.38747,0.46561,0.51101,0.82533,0.24395,0.96088,0.67718,0.55232,0.39904,0.402,0.87254,1.1408,0.59101,0.44894,0.40487,0.64804,0.96547,1.07686,0.57347,0.45561,0.84982,0.44263,1.07677,0.58935,0.52602,0.32408,0.40593,0.60892,1.4708,1.22504,0.82478,0.89978,1.0893,0.90778,0.92518,0.77586,0.37002,1.01307,0.31082,0.3564,0.82249,0.69464,0.41294,0.42629,0.5214
551.519,0.69007,0.65551,0.61201,0.61419,0.37226,0.48151,0.87468,1.41724,1.11079,0.35437,0.43276,0.35392,0.26928,0.35464,0.53058,0.40393,0.64914,0.46965,0.51952,0.57384,0.54135,0.42803,0.49406,0.63353,0.80114,1.07251,0.75048,0.6158,0.60595,0.52134,0.3577,0.71274,0.67615,0.80635,0.7131,0.47863,0.6084,1.30368,1.07557,0.35934,0.39538,0.4237,0.95192,0.5572,1.04334,0.52085,0.5053,0.39623,0.45962,0.51752,0.75767,0.6543,0.3718,0.41764,0.53101,0.40842,1.07399,0.76227,1.02788,0.72569,0.3839,0.70668,0.29168,0.41833,0.37383,0.35731,0.49375,1.09761,1.03043,0.40872,0.50994,0.39763,0.78125,0.88141,0.32072,0.37353,0.48696,0.4765,1.10049,0.94513,0.96614,1.10803,0.68076,0.62998,0.60998,0.38265,1.01779,0.6609,0.76873,0.54902,1.14199,0.88365,0.45007,0.41121,0.49227,0.46359,0.41679,0.78368,0.64372,0.44613,0.52601,0.52452,0.8172,0.24145,0.99884,0.68549,0.53058,0.43834,0.39669,0.89999,1.17166,0.61549,0.38462,0.39375,0.6281,0.99181,1.02552,0.57848,0.43012,0.91503,0.46705,1.08897,0.59831,0.55559,0.37959,0.42294,0.65772,1.60812,1.14708,0.83654,0.92151,1.05208,0.96641,0.94216,0.72681,0.37962,0.97168,0.35901,0.40087,0.87401,0.79177,0.42755,0.4361,0.55435
551.862,0.66038,0.57661,0.60753,0.56258,0.34299,0.39791,0.84479,1.37051,1.09707,0.33584,0.37315,0.27482,0.23997,0.29477,0.46722,0.39265,0.56982,0.47125,0.52836,0.55096,0.53942,0.34107,0.43679,0.51493,0.807,1.03317,0.68997,0.54495,0.5049,0.48161,0.38625,0.65257,0.70764,0.72852,0.67985,0.47678,0.51983,1.29065,1.07514,0.35759,0.32265,0.41224,0.92471,0.50946,0.9985,0.48402,0.48831,0.36531,0.42188,0.43408,0.80333,0.51917,0.38196,0.39518,0.46139,0.42883,1.0481,0.73531,1.03221,0.70481,0.39442,0.70809,0.26025,0.3377,0.36666,0.37913,0.38361,1.07103,1.00156,0.36231,0.45061,0.35852,0.71374,0.78368,0.36883,0.38271,0.42831,0.45496,1.09647,0.93192,0.87487,1.09146,0.71172,0.61044,0.57812,0.34752,1.03903,0.5911,0.69508,0.53644,1.12222,0.8633,0.44559,0.43015,0.48501,0.42822,0.4251,0.76806,0.61204,0.34266,0.49201,0.49246,0.81186,0.19796,0.96208,0.69141,0.52202,0.39647,0.35519,0.84777,1.13193,0.55234,0.39611,0.4013,0.59849,0.90464,1.02987,0.54161,0.44072,0.85642,0.46241,1.06631,0.51319,0.52181,0.36132,0.42158,0.58409,1.50201,1.18063,0.81036,0.84218,1.05955,0.87273,0.86841,0.6915,0.33394,1.04861,0.25439,0.35404,0.83692,0.71936,0.44586,0.43703,0.5052
552.204,0.67431,0.62487,0.60714,0.64122,0.34737,0.48044,0.91296,1.35611,1.12656,0.38997,0.45651,0.31797,0.30032,0.38686,0.50615,0.43067,0.65334,0.48168,0.5309,0.53912,0.55072,0.41747,0.47941,0.6078,0.88026,1.05697,0.76305,0.58384,0.5774,0.53126,0.40828,0.70658,0.68558,0.81197,0.65183,0.47322,0.60886,1.28885,1.10111,0.4017,0.38396,0.44602,0.92323,0.51286,1.03805,0.50951,0.53365,0.41478,0.49053,0.48346,0.78472,0.60046,0.42137,0.4424,0.51915,0.45303,1.11695,0.80091,1.08791,0.75622,0.37928,0.7426,0.34102,0.41602,0.38762,0.36148,0.44817,1.15644,1.05805,0.40015,0.5286,0.41133,0.72991,0.89452,0.41638,0.4197,0.45687,0.48561,1.09694,0.88794,0.95771,1.12767,0.72256,0.58589,0.57804,0.42735,1.07881,0.63364,0.71598,0.58689,1.19632,0.86002,0.44475,0.4152,0.46409,0.44228,0.41883,0.81451,0.61554,0.38426,0.50981,0.49721,0.85953,0.22907,1.02705,0.74081,0.52501,0.45965,0.40943,0.91982,1.22301,0.5845,0.40079,0.4094,0.6754,1.00602,1.07588,0.58435,0.51383,0.90434,0.48005,1.10963,0.55238,0.57604,0.3803,0.4414,0.60097,1.48256,1.22509,0.79421,0.91274,1.07576,0.89658,0.90383,0.74235,0.3784,1.0111,0.33561,0.35027,0.89827,0.79067,0.42665,0.42744,0.56755
552.547,0.65932,0.64761,0.60094,0.66587,0.41299,0.46863,0.82858,1.37005,1.09545,0.34837,0.36412,0.34888,0.28636,0.34333,0.54065,0.47735,0.56693,0.51863,0.54123,0.57598,0.52819,0.38548,0.46181,0.60015,0.85387,1.07762,0.72959,0.61002,0.52538,0.49766,0.38934,0.70506,0.7034,0.74513,0.72377,0.54107,0.56597,1.3164,1.08453,0.37987,0.35974,0.37827,0.8736,0.47011,1.05149,0.46821,0.47397,0.4079,0.50381,0.48806,0.81398,0.55854,0.41447,0.38237,0.50873,0.41037,1.09262,0.79877,1.04335,0.68415,0.37486,0.72751,0.31735,0.37244,0.33925,0.39136,0.45379,1.09488,1.02464,0.34164,0.49742,0.37452,0.69601,0.89997,0.40611,0.46012,0.44413,0.44289,1.14361,0.92719,0.90416,1.16319,0.70123,0.62269,0.60422,0.41176,1.02364,0.66215,0.79554,0.54307,1.14291,0.92489,0.42045,0.41508,0.51941,0.47204,0.48435,0.80559,0.57794,0.38708,0.49217,0.54813,0.84186,0.18142,0.95699,0.64704,0.5701,0.45608,0.39531,0.90302,1.19466,0.57351,0.39924,0.3697,0.64737,0.93696,1.10134,0.60715,0.48363,0.90929,0.54017,1.09545,0.57716,0.55396,0.34499,0.45717,0.65078,1.54218,1.17502,0.87607,0.89499,1.08432,0.94837,0.92616,0.73499,0.32184,1.01203,0.28491,0.39272,0.80716,0.76006,0.42699,0.44371,0.50879
552.889,0.67443,0.58453,0.54916,0.64782,0.35888,0.47039,0.83173,1.36255,1.10626,0.40407,0.3554,0.33449,0.2968,0.32656,0.44839,0.46226,0.55471,0.46922,0.51762,0.57475,0.54979,0.34688,0.46601,0.56758,0.84055,1.06884,0.72079,0.65325,0.57388,0.51366,0.36224,0.6988,0.66786,0.718,0.65787,0.4613,0.58543,1.27223,1.0181,0.38739,0.36977,0.43477,0.91203,0.48674,1.01933,0.46565,0.50979,0.41574,0.43192,0.47867,0.80904,0.59342,0.36371,0.41821,0.49538,0.40332,1.02422,0.73631,1.02803,0.72458,0.35216,0.71584,0.33722,0.43138,0.38157,0.40266,0.46235,1.08793,1.05936,0.37193,0.49373,0.40896,0.80934,0.87584,0.3506,0.42112,0.45562,0.44863,1.025,0.87938,0.94867,1.14002,0.70123,0.5924,0.55675,0.38982,1.04061,0.65517,0.74366,0.5617,1.09681,0.82765,0.45223,0.45409,0.49304,0.4685,0.42025,0.74165,0.59831,0.34319,0.50387,0.48608,0.8843,0.19147,0.97,0.69103,0.55306,0.41662,0.41523,0.9072,1.14491,0.58429,0.42682,0.38112,0.66831,0.94384,1.01753,0.58606,0.44929,0.88415,0.51321,1.06833,0.57256,0.56677,0.34118,0.4417,0.61121,1.56831,1.1489,0.80886,0.89681,1.09519,0.9691,0.89612,0.74201,0.33641,1.02521,0.29728,0.42946,0.86804,0.79863,0.41217,0.45808,0.51801
553.232,0.68862,0.65824,0.60027,0.64902,0.36286,0.51763,0.96509,1.42983,1.12493,0.39942,0.43526,0.35767,0.32333,0.40498,0.52109,0.48164,0.61111,0.53183,0.54951,0.55384,0.56776,0.38832,0.47531,0.61823,0.81205,1.06973,0.74652,0.6266,0.61252,0.53018,0.42578,0.73461,0.70078,0.78888,0.75706,0.53688,0.57941,1.39038,1.09101,0.39666,0.36799,0.41908,0.91526,0.55273,1.01396,0.54747,0.4778,0.41446,0.51085,0.50575,0.82472,0.59844,0.41236,0.36985,0.51382,0.40972,1.12259,0.80479,1.08222,0.75415,0.40609,0.79152,0.37097,0.41713,0.41773,0.40137,0.52784,1.10563,1.05208,0.45325,0.54435,0.32939,0.7914,0.88242,0.40837,0.40158,0.5264,0.46273,1.19782,0.92342,0.95095,1.13661,0.78459,0.60271,0.62804,0.40293,1.0703,0.67415,0.77996,0.54174,1.16399,0.888,0.43319,0.4509,0.48699,0.50374,0.48717,0.79284,0.64272,0.41248,0.51847,0.47282,0.90337,0.27608,1.00687,0.68457,0.57008,0.44991,0.4202,0.91955,1.24188,0.5922,0.43659,0.43409,0.67289,1.0148,1.1183,0.60646,0.48933,0.93492,0.52973,1.12733,0.59967,0.57611,0.42056,0.48029,0.67004,1.56794,1.22763,0.86681,0.88179,1.07783,0.93537,0.93873,0.76342,0.36823,1.04385,0.3483,0.34989,0.84483,0.73554,0.42098,0.46402,0.58448
553.574,0.73655,0.67076,0.65366,0.68074,0.42297,0.45904,0.93096,1.45751,1.17914,0.39907,0.4286,0.36603,0.35045,0.36004,0.54204,0.45092,0.64722,0.50436,0.5685,0.58287,0.58719,0.43112,0.53566,0.62508,0.92203,1.05072,0.77468,0.64878,0.5451,0.57029,0.44118,0.72492,0.7367,0.78148,0.72193,0.50077,0.60408,1.38173,1.08154,0.45095,0.3816,0.4139,0.96702,0.55972,1.14172,0.50559,0.5324,0.4342,0.51074,0.48744,0.88435,0.61445,0.44074,0.43187,0.59375,0.50424,1.11306,0.8587,1.13795,0.74538,0.40716,0.76878,0.38169,0.44502,0.41255,0.36938,0.50373,1.12489,1.03167,0.43073,0.52931,0.37951,0.76387,0.88728,0.38211,0.47551,0.50805,0.5188,1.15314,0.96606,1.006,1.16251,0.72447,0.63739,0.65309,0.4668,1.10641,0.6852,0.77738,0.57991,1.17881,0.88854,0.49699,0.47824,0.56026,0.51371,0.4756,0.79166,0.65767,0.43462,0.54184,0.54181,0.94653,0.25202,1.04838,0.72675,0.59381,0.48013,0.41165,0.94878,1.26229,0.61205,0.46539,0.44948,0.69976,1.02226,1.14041,0.63107,0.4768,0.94351,0.48932,1.13648,0.59986,0.63817,0.40722,0.47737,0.63461,1.64519,1.2495,0.88033,0.88905,1.10674,1.00051,1.00387,0.80832,0.38711,1.08145,0.34757,0.4062,0.8723,0.81644,0.46275,0.47072,0.56841
553.916,0.67676,0.656,0.58366,0.67415,0.40925,0.44873,0.8566,1.372,1.12102,0.36322,0.35776,0.30853,0.31453,0.36157,0.51795,0.419,0.63481,0.49413,0.54108,0.56077,0.58333,0.3646,0.48948,0.58864,0.84814,1.07257,0.75384,0.62869,0.59398,0.52752,0.39053,0.69632,0.71099,0.77361,0.72309,0.48669,0.56761,1.36234,1.04967,0.40271,0.32749,0.41264,0.93497,0.49581,1.03746,0.49632,0.46316,0.37633,0.47796,0.42149,0.78351,0.59719,0.39968,0.40808,0.47853,0.41624,1.10188,0.77799,1.07353,0.75426,0.42989,0.74841,0.33478,0.36268,0.38152,0.36373,0.51366,1.07869,1.05252,0.39686,0.50088,0.36907,0.70268,0.90887,0.40385,0.42443,0.44933,0.47691,1.09834,0.88552,0.92504,1.12549,0.7362,0.60865,0.56533,0.4541,1.06258,0.61477,0.75078,0.56308,1.22726,0.83284,0.45074,0.41852,0.48771,0.45164,0.425,0.77085,0.62848,0.41228,0.51438,0.52971,0.84532,0.21065,0.9915,0.74424,0.57652,0.43001,0.3787,0.88213,1.22399,0.54582,0.38885,0.3974,0.68888,0.98118,1.12015,0.5716,0.4334,0.85861,0.52083,1.00677,0.58306,0.56623,0.36802,0.42245,0.61594,1.57101,1.21358,0.83758,0.89624,1.06531,0.94883,0.93587,0.74673,0.38582,1.01934,0.30349,0.41693,0.88906,0.73326,0.38621,0.46812,0.54723
554.259,0.69412,0.63263,0.61984,0.58891,0.3349,0.49084,0.88141,1.39088,1.10714,0.36995,0.40094,0.3019,0.2868,0.33091,0.50819,0.45395,0.63401,0.46426,0.51403,0.60033,0.54663,0.39866,0.48358,0.58214,0.83316,1.0784,0.73275,0.63461,0.53042,0.50576,0.37229,0.694,0.70003,0.77647,0.6469,0.47552,0.59134,1.32514,1.07328,0.36816,0.38461,0.42506,0.90023,0.48415,1.04382,0.49042,0.46258,0.40271,0.47447,0.48089,0.81416,0.61178,0.36417,0.40373,0.48319,0.43968,1.08994,0.79235,0.97772,0.7231,0.36846,0.75082,0.37127,0.3862,0.36906,0.36711,0.455,1.11664,1.05647,0.34841,0.51367,0.40073,0.73104,0.82909,0.35012,0.36396,0.40753,0.46384,1.09215,0.88249,0.90038,1.10057,0.75157,0.6122,0.56125,0.39552,1.02575,0.66386,0.78051,0.53839,1.149,0.84761,0.40031,0.39833,0.49764,0.47504,0.45131,0.81063,0.64926,0.38155,0.50558,0.49452,0.91137,0.24731,1.01661,0.67809,0.55373,0.42803,0.39309,0.88725,1.17066,0.61322,0.38308,0.41943,0.6813,0.96028,1.06599,0.54834,0.45443,0.89348,0.52593,1.06686,0.57657,0.56791,0.4155,0.45308,0.62092,1.5417,1.24129,0.82501,0.91955,1.0419,0.91359,0.98167,0.71606,0.40451,1.03531,0.30694,0.35551,0.87212,0.78986,0.46578,0.38554,0.5336
554.601,0.72914,0.63559,0.61322,0.65754,0.38547,0.51496,0.86456,1.38905,1.1098,0.36733,0.46202,0.35011,0.29429,0.3858,0.52128,0.43114,0.66045,0.48121,0.5506,0.59947,0.53862,0.385,0.52736,0.60765,0.83216,1.06335,0.72127,0.56234,0.58471,0.52557,0.41854,0.73334,0.72115,0.77598,0.70015,0.50254,0.56989,1.36982,1.12627,0.38518,0.3743,0.38742,0.94757,0.55141,1.04939,0.51119,0.53272,0.39718,0.50628,0.55485,0.84719,0.57833,0.39317,0.4006,0.52841,0.42839,1.11465,0.81054,1.08683,0.74612,0.41135,0.84426,0.3351,0.37685,0.37697,0.43635,0.49208,1.12983,1.08455,0.43875,0.50951,0.43881,0.75885,0.86786,0.35181,0.4634,0.42932,0.42953,1.11399,0.91212,0.97887,1.11522,0.74295,0.62139,0.63757,0.41347,1.06631,0.66775,0.723,0.57591,1.14109,0.91032,0.47672,0.40719,0.5026,0.48912,0.46828,0.82401,0.57938,0.39233,0.49232,0.499,0.90122,0.19492,1.02987,0.71121,0.56009,0.40476,0.42494,0.95857,1.20826,0.63152,0.41207,0.4091,0.65931,1.0004,1.09024,0.57722,0.43066,0.87903,0.47241,1.10069,0.63897,0.57809,0.32852,0.47436,0.65407,1.6126,1.22566,0.86426,0.90604,1.10498,0.92691,0.90775,0.79131,0.34771,1.02699,0.34556,0.44537,0.87684,0.74864,0.43818,0.46196,0.56968
554.943,0.67788,0.65716,0.62712,0.63215,0.34571,0.46657,0.89284,1.38858,1.13856,0.34721,0.41986,0.28926,0.26794,0.34556,0.55147,0.41629,0.65518,0.50134,0.56402,0.5439,0.56594,0.35673,0.4876,0.63113,0.81971,1.08444,0.75865,0.52976,0.54303,0.49395,0.43531,0.67393,0.68282,0.79659,0.68147,0.47331,0.58091,1.32911,1.11526,0.37272,0.37239,0.39509,0.88529,0.53896,1.03311,0.51311,0.49152,0.34017,0.45502,0.50455,0.81797,0.586,0.32945,0.403,0.52794,0.37329,1.06195,0.78323,1.02503,0.70444,0.39458,0.78054,0.31307,0.3759,0.37218,0.37455,0.39291,1.11499,1.02515,0.37311,0.48125,0.34394,0.72292,0.8487,0.36619,0.47203,0.47915,0.47457,1.10585,0.90781,0.93575,1.09319,0.69217,0.63338,0.62176,0.37467,1.04476,0.61457,0.70241,0.53854,1.15979,0.89835,0.436,0.40096,0.50931,0.47092,0.43618,0.75694,0.58561,0.38323,0.50527,0.51961,0.85762,0.1887,0.99778,0.71025,0.48248,0.41674,0.40051,0.91689,1.17042,0.56061,0.41015,0.38707,0.66938,0.97118,1.08929,0.56381,0.47475,0.85029,0.47769,1.08393,0.57813,0.54743,0.36446,0.41159,0.61095,1.58387,1.24963,0.78521,0.94246,1.03647,0.92261,0.96957,0.82486,0.32424,1.02221,0.28327,0.43914,0.84906,0.78746,0.45543,0.4495,0.5256
555.285,0.71635,0.62332,0.62682,0.60216,0.33836,0.43331,0.87565,1.41809,1.10784,0.33411,0.35213,0.29391,0.27116,0.39951,0.47554,0.38209,0.61129,0.44603,0.524,0.55848,0.53454,0.34985,0.43037,0.57336,0.86386,1.0231,0.71518,0.57357,0.50446,0.46019,0.38673,0.66546,0.68393,0.72389,0.66534,0.43525,0.57441,1.29734,1.0697,0.36632,0.35306,0.42891,0.84656,0.49847,1.01298,0.48365,0.51523,0.33665,0.43708,0.45306,0.7989,0.54118,0.34366,0.36066,0.52242,0.3961,1.0533,0.7752,1.00011,0.69692,0.31824,0.72653,0.30477,0.39296,0.35524,0.35521,0.40661,1.08237,1.00885,0.35138,0.42786,0.38496,0.73167,0.8368,0.38134,0.39326,0.45881,0.47099,1.09,0.88056,0.91328,1.06632,0.67651,0.60099,0.56255,0.40083,1.02942,0.59416,0.7083,0.50044,1.15732,0.85721,0.44249,0.38113,0.51098,0.49703,0.43645,0.77334,0.59587,0.33803,0.49353,0.48967,0.81076,0.20728,0.96473,0.6558,0.54115,0.44384,0.34381,0.9016,1.13633,0.59626,0.40469,0.36198,0.66091,0.95108,1.0495,0.51948,0.41083,0.88149,0.51433,1.06617,0.61904,0.54669,0.35662,0.46887,0.62455,1.53234,1.17528,0.82123,0.87209,1.04603,0.90971,0.93031,0.76604,0.32169,0.99586,0.31378,0.40589,0.83428,0.73584,0.44229,0.40762,0.54834
