wavelength,h139_1,h139_2,h139_3,u139_1,u139_2,u139_3,h140_1,h140_2,h140_3,u140_1,u140_2,u140_3,h137_1,h137_2,h137_3,u137_1,u137_2,u137_3,h138_1,h138_2,h138_3,u138_1,u138_2,u138_3,h143_1,h143_2,h143_3,u143_1,u143_2,u143_3,h144_1,h144_2,h144_3,u144_1,u144_2,u144_3,h141_1,h141_2,h141_3,u141_1,u141_2,u141_3,h142_1,h142_2,h142_3,u142_1,u142_2,u142_3,h147_1,h147_2,h147_3,u147_1,u147_2,u147_3,h148_1,h148_2,h148_3,u148_1,u148_2,u148_3,h145_1,h145_2,h145_3,u145_1,u145_2,u145_3,h146_1,h146_2,h146_3,u146_1,u146_2,u146_3,h127_1,h127_2,h127_3,u127_1,u127_2,u127_3,h128_1,h128_2,h128_3,u128_1,u128_2,u128_3,h125_1,h125_2,h125_3,u125_1,u125_2,u125_3,h126_1,h126_2,h126_3,u126_1,u126_2,u126_3,h131_1,h131_2,h131_3,u131_1,u131_2,u131_3,h132_1,h132_2,h132_3,u132_1,u132_2,u132_3,h129_1,h129_2,h129_3,u129_1,u129_2,u129_3,h130_1,h130_2,h130_3,u130_1,u130_2,u130_3,h135_1,h135_2,h135_3,u135_1,u135_2,u135_3,h136_1,h136_2,h136_3,u136_1,u136_2,u136_3,h133_1,h133_2,h133_3,u133_1,u133_2,u133_3,h134_1,h134_2,h134_3,u134_1,u134_2,u134_3
355.957,-1.72632,-3.83055,2.43274,-1.707,-4.00232,-3.65018,-2.22017,-3.7103,-3.2229,-3.07045,-2.8772,-5.50748,-2.81064,-2.12355,-2.81923,-0.86531,-6.65192,-2.22232,-2.09134,-1.85086,-1.71344,-5.6857,-3.03609,-4.39096,-0.76439,-3.46123,-0.84813,-0.56256,-3.63086,-4.64217,-3.38393,-4.00232,-2.88365,-1.2883,-1.09076,-4.23207,-4.69371,-2.13428,-4.17195,-4.29863,-4.32225,-4.17195,-1.83368,-6.46512,-3.05327,-2.89009,2.43274,-5.77373,-3.44835,0.24048,-3.46553,-1.54596,-2.90082,-1.95607,-4.33513,-3.02106,-2.77199,-3.82625,-4.25139,-3.66951,-3.07474,-2.85144,-2.25453,-3.00603,-3.58147,-3.37749,-5.18756,-2.40483,-4.38022,-5.23265,-3.11339,-5.22835,-1.62326,-0.78157,-2.22446,-2.1944,-5.11885,-3.21431,0.23834,-4.23851,-2.30391,-1.49443,-1.73276,-6.05072,-2.48642,-3.3002,-1.90883,-2.86432,-5.70502,-5.63631,0.60121,-2.6496,-3.47197,-4.60997,-1.51375,-3.81981,-2.73764,-2.44777,-3.11983,-5.46883,-3.28087,-4.38237,-2.40912,-3.61368,-1.63614,-1.15732,-4.88051,-3.58147,-1.17235,-2.83211,0.60765,-4.05385,-4.0195,-0.69353,-3.81337,0.03006,-3.1821,-3.24007,-4.85045,-2.52292,-3.60939,-3.53209,-2.66034,-2.90297,-2.96738,-2.47354,-1.4751,0.15674,-0.24048,-2.51648,-2.6131,-4.73665,-2.7312,-0.42943,-3.45264,-6.57248,-3.45694,-4.3566,-3.72748,-4.19127,-4.24495,-4.51764,-3.15634,-1.54811
356.323,3.9118,1.5712,2.16445,-1.02654,-1.76558,-0.46164,-0.47379,1.26344,2.9541,0.70056,0.49404,-0.07492,2.9541,2.40337,1.71496,1.90528,3.21934,1.53273,1.9802,2.82249,0.45759,1.95995,2.54713,0.42722,0.57503,5.15904,1.92148,3.42181,1.24117,-0.3604,1.47401,1.18245,2.69088,2.47828,0.94758,1.7757,1.11361,1.64814,3.25781,0.09314,-2.32643,-1.31001,-0.17413,2.22924,0.65197,0.22272,1.71091,1.68256,0.21462,1.32823,1.91541,0.06479,1.50843,-0.19235,-1.10753,-0.06277,0.1721,-2.34465,0.26727,4.15275,-0.7937,-0.35635,0.88684,-1.6036,-1.01237,-1.24117,-0.84229,1.68459,2.86704,0.05467,0.46569,0.90101,-1.53071,3.50685,1.46591,-0.96783,-0.90708,-0.9577,0.28954,2.32035,-0.42317,1.70078,2.15635,-0.32801,1.47806,2.23329,3.90168,0.27941,1.55298,1.29381,1.11766,0.4171,3.91788,0.2207,1.42339,1.28976,0.85242,0.7694,3.27806,-0.26524,-0.95568,1.24522,1.45377,-2.24139,1.72913,-1.67446,-0.39078,0.15388,-0.32801,0.69854,0.21665,1.49021,1.65219,0.51226,-0.71271,0.15793,0.49809,0.76738,1.16018,1.44364,0.6135,0.00607,0.79572,-0.89089,0.70056,-0.25917,-0.09516,4.39167,0.35635,-0.13768,1.68256,2.36895,1.21485,2.89943,2.44589,0.67019,2.18267,2.50056,0.89089,3.43396,1.3748,-0.34016,1.04072,1.81214
356.69,1.25204,0.83469,3.61636,3.6321,-0.83469,3.29941,2.46865,3.43327,4.54161,2.60252,0.44885,0.08465,2.11627,3.25019,3.84078,0.56106,3.53958,1.86822,4.28765,2.55527,0.94887,1.96862,2.19304,3.84865,5.47276,1.39378,2.62417,4.17741,5.08101,-2.1143,1.90562,2.37809,3.75022,1.52765,3.00018,0.52956,-0.46066,3.55533,3.45099,1.60246,-1.25401,-1.2107,2.76001,2.73441,1.38985,0.50003,2.60842,0.91147,2.8545,1.19692,2.99624,1.41741,1.46662,2.14383,-0.66736,0.22245,2.40369,2.25604,3.37815,1.26582,-1.87413,0.69295,1.96468,-0.51972,4.27584,0.9036,0.91344,2.9608,0.92919,0.36813,3.69707,3.01789,1.75601,0.41735,3.18916,1.57883,2.04737,0.17127,1.32094,0.87013,3.77778,2.94506,1.34063,2.70488,3.38996,2.13989,3.32106,2.8545,-0.66343,0.439,3.13404,-0.16143,3.87228,-0.0374,2.64386,2.29344,1.55324,1.09455,0.57287,3.26988,2.03162,2.94309,2.98837,0.62405,1.33472,1.83672,0.4705,0.08662,2.54739,2.38006,5.75428,0.37798,3.46477,-1.29732,1.41741,3.61832,2.37416,1.12408,1.85247,3.325,3.08483,3.75416,-2.50212,-0.48822,2.00406,1.00793,2.6163,5.59285,1.88988,2.10249,1.85641,2.77575,0.26773,3.29153,-0.36223,-0.10434,4.42152,-1.38,0.7087,2.48834,3.63604,0.58271,0.94887,1.41544
357.056,-0.69155,-2.3594,-1.34038,-1.81226,-3.23808,0.3173,-1.51734,-3.90522,-0.67731,-4.89373,-4.77576,-2.25567,-2.01159,-1.65362,-2.44279,-4.17167,-2.72145,-1.77972,-0.97224,-1.98108,-1.65565,-5.06051,-1.99736,-5.42866,-2.31872,-0.51256,-1.58446,-0.17492,-1.22648,-2.21702,-4.89779,-1.54582,-0.97427,-1.41564,-1.94447,-3.09773,-0.31323,2.6645,-1.51124,-1.27326,-2.17431,-3.59402,-3.55944,-4.43201,-3.80352,-3.0957,-2.93501,-2.47534,-1.83464,-1.04139,-6.01648,-2.89637,-3.69165,-2.37364,-2.38178,-4.19607,-2.8862,-2.90857,0.04068,-5.68901,-4.21438,-3.12417,-0.63867,-3.04282,-2.48144,-3.06926,-2.53839,-3.64487,-1.93634,-4.50117,-1.15936,-1.43801,-2.38381,0.30103,-1.91193,-2.20889,-3.15672,-2.13363,-0.71799,-0.50036,0.77901,-1.80616,-3.39876,-1.89159,-1.34649,-2.31262,0.11187,-1.37903,-2.44279,-1.07597,-0.60205,-3.58385,-3.48419,-4.30184,-3.22384,-6.09173,-0.77087,-2.48144,-1.13292,-1.47056,-5.8741,-2.7845,-1.04546,-2.12143,-2.33093,-2.82111,-5.17645,-2.41635,-2.11939,-1.02309,0.28272,-2.63602,-1.52954,-1.73091,-0.9763,0.02848,-2.13567,-1.73497,-4.23675,-4.27743,-0.84816,0.85223,-3.2035,-3.30316,-3.59199,-5.63002,-6.27886,-0.82782,-2.2455,-5.89851,-1.98719,-2.40415,-0.76477,1.15529,-2.91264,-2.19058,-3.40486,-2.17431,-1.83871,-1.43191,-0.79935,-4.44218,-2.40415,-4.13506
357.423,-0.77854,-1.55708,-1.35442,-4.06726,-5.02438,-2.76903,-6.34468,-4.39834,-0.1545,-1.64938,-1.533,-2.77103,-1.88816,-4.07127,-1.86408,-4.43646,0.97518,-2.23729,-1.60122,0.35716,-3.39908,-3.7723,-3.02988,-3.46128,-2.41588,-2.36772,-1.81993,-2.67673,-2.75097,-2.79712,-0.85077,-1.33234,-2.56637,-2.23127,-1.91825,-5.23908,-4.19367,0.57387,-3.32083,-6.16811,-3.04392,-3.8345,-1.90621,-5.43171,-3.01383,-2.41186,-1.00126,-2.12091,-1.07149,-3.4673,-3.17435,-3.21047,-4.60501,-0.41535,-3.73016,-2.66268,-3.45727,-2.99777,-1.82194,-1.98447,-2.32759,-1.41261,-2.81317,-5.57016,-4.59899,-1.35843,-3.08205,-1.54102,-2.29548,-0.4916,-6.18416,-3.21649,-0.4896,-1.75773,-4.64715,-0.89492,-2.60048,-4.96218,-2.18512,-2.54831,-0.45147,-3.35494,-6.78813,-1.2882,-2.83725,-1.79987,-0.91699,-5.2451,-6.45504,-5.23507,-4.38229,-3.15027,-2.6988,-4.30804,-2.0567,-4.85382,-0.921,-5.59424,-4.71337,-2.6065,-2.4239,-3.0359,-5.75075,-2.99175,-0.66216,-0.34312,-4.01509,-1.9022,-2.34765,-3.70608,0.2147,-6.54935,-2.11891,-0.77653,-0.80262,-0.90294,-1.46478,-4.50469,-2.57439,-2.454,-4.04719,-4.13548,-1.55507,-3.70809,-4.15354,-4.1094,-1.98848,-0.65614,-2.43995,-3.86059,-0.99725,0.13243,-1.46076,-1.36445,-1.46076,-4.44048,-2.46002,-2.04868,-2.96968,-1.28419,-1.94434,-5.05648,-4.74748,-2.53827
357.789,-0.10227,0.01573,-1.92546,-1.94119,-1.68355,-1.26659,0.92438,-2.01396,-0.65493,-1.80549,-0.65296,-2.65316,-0.84374,-0.40319,2.04347,-1.9884,-1.49867,-1.84679,-2.63939,0.47596,-3.64638,-2.28144,-0.86144,0.1003,-0.47989,1.77009,1.14269,0.64903,-2.25588,-2.17524,-0.29895,-1.74648,-0.7218,-0.55069,-0.90471,-3.49887,-1.75042,0.49956,-1.14662,-2.0179,-0.52906,-3.16059,-0.6097,-1.57931,-2.63939,-3.11928,-1.64225,-1.29216,-0.13767,-2.51746,1.82909,0.81817,-2.81444,-3.30219,0.65493,-2.32668,0.48186,-1.14466,-2.06903,1.57931,1.14859,-1.54194,2.05723,-1.08565,0.18094,-1.83499,1.06992,0.62936,1.71502,-2.46435,-0.96371,0.7808,-0.51136,-1.53407,-1.12499,0.09834,0.62936,-3.44773,-0.15931,-2.05723,0.50152,-2.34438,1.11909,-2.30111,-2.65513,-3.14879,1.55571,-2.93834,-1.92153,-1.19776,-0.55069,-3.30809,-1.79565,-0.72967,1.25676,-0.28911,-1.06008,0.24388,-0.74934,-1.92546,-3.60311,-4.8638,0.059,-2.17721,0.51529,-1.65798,0.47006,-2.87147,-0.79064,-1.77599,-0.76507,-2.10837,-0.06294,-0.0059,-2.61186,-2.61579,-0.23994,-0.26158,-2.30308,0.64706,1.63438,-2.071,-0.42285,-1.02272,-1.20759,-2.54892,-2.42108,0.14357,-0.34615,-1.64421,-2.17327,1.64028,-1.46327,-1.14859,-1.90383,-2.99931,-0.71197,-3.58147,-2.65906,-1.00698,-2.94424,-2.40732,-1.53801,-2.80264
358.156,-2.03368,-0.71065,-2.69708,-3.77063,-4.40001,-3.03162,-3.49657,-2.32853,-3.07887,-5.03128,-1.32303,-1.03763,-3.13935,-0.35722,-1.5744,-2.30396,-1.10756,-3.95207,-1.62921,-2.41547,1.24364,-2.40413,-3.15636,-2.05069,-1.06598,0.30997,0.70498,-0.88832,-3.28678,-5.02372,-2.22268,0.43849,-3.23385,0.80138,-2.32097,-2.45516,-1.77286,-0.94124,-2.64416,-3.78386,-4.31874,-3.91427,0.80516,-2.96925,-1.29657,-2.15086,-0.7012,-5.77784,-3.91238,-3.32647,-1.26633,-2.50997,-3.40018,-5.07853,-2.54588,0.09261,-1.16993,-4.88008,-1.41375,-2.41358,-1.76908,-0.93746,-3.2244,-3.7952,-2.51753,-1.34004,-0.48385,-2.99382,-2.76702,-2.64038,-3.46633,-4.29984,-1.54983,2.60825,0.21924,-1.23608,-3.93128,-3.64588,-2.23969,-1.61409,-0.90911,-4.27905,-3.00705,-2.54399,-2.18866,-2.81427,-3.91805,-4.54743,-0.09261,-0.63694,-2.49485,-0.33643,-1.33248,-4.23935,-1.24175,-3.54382,-1.13969,-0.70309,-0.11529,-2.4854,-1.70859,-0.34966,-2.36255,-2.93901,-1.40997,-1.71426,-3.38884,-2.48729,-3.36049,-3.6421,-0.43282,-4.74777,-1.84468,-1.12457,-1.23986,-1.60653,-0.65395,-2.91255,-4.29984,-3.85379,0.08883,-4.07681,-3.79331,-0.37801,-2.8842,-3.93128,-1.41942,-1.4043,-3.2055,-0.27973,-4.35654,-1.14536,0.34777,-3.03918,0.19656,-3.09399,-3.34537,-0.65962,-2.73677,-2.47973,-2.10361,-5.48867,-1.08488,-2.84451
358.522,-1.09788,-2.3472,-2.33773,-1.26256,-3.0135,-5.15626,-1.62411,-0.63601,0.45997,-1.88911,-2.62734,-2.25066,-0.41833,-1.96294,-0.69848,-2.42859,-0.47322,-5.16951,-0.38994,0.27636,-0.51108,-3.16493,-2.55541,-3.02296,-0.79502,-1.08274,-0.20254,-1.85883,-3.01918,-3.36558,-1.55975,-3.10436,-3.90505,-2.37748,-1.93076,-4.60921,-1.83611,-2.88099,-0.07382,-4.54675,-1.93265,-0.22526,-0.01136,0.72119,-2.50999,-3.12328,-2.00458,-1.78879,0.41265,-1.21146,-0.14765,-1.9989,-2.95103,-5.11651,-2.3983,-3.81419,-1.1717,-2.25255,-1.50675,-2.2658,-3.86152,-1.36289,-3.01728,-6.40557,-0.73445,-2.97753,-4.08866,-0.15143,-1.34774,-3.79526,-3.98645,-1.18685,-2.73335,-0.65873,-1.87018,-1.99512,-2.08976,-2.22794,-3.24254,-1.61654,1.96672,0.92374,-1.76986,-5.36448,-2.34341,-0.57733,-0.83477,-1.49539,-2.93967,-3.51511,1.77175,-2.09355,-2.8791,-4.15491,-1.94022,-2.09544,-1.20199,-3.24822,-2.14466,-0.1874,-3.07407,-0.9862,-2.30555,-4.66978,-0.56408,-1.26256,-4.54485,-4.06595,-3.94102,-1.95158,-0.94834,-1.96862,-2.42291,0.29719,-2.05947,0.63223,-1.07895,-4.94615,-1.55028,-4.64707,-1.36478,-1.26635,-2.1333,-2.43805,-3.10057,-2.63492,-0.96727,-1.10356,-2.48348,-0.70416,-2.2128,1.7604,-2.68035,-1.31746,-1.8929,-2.79581,-1.13953,-5.14301,-4.37638,-1.90804,-2.71253,-0.92374,-5.8112,-1.87965
358.888,2.17821,4.26781,2.20959,0.83621,1.01896,1.61704,1.75364,3.60327,2.27973,3.0015,0.8639,-0.36365,3.5202,0.21228,4.2512,3.47959,1.98992,0.98388,3.42975,1.15556,4.04999,1.1371,1.25893,-0.55563,4.12752,4.82159,2.60831,2.14498,0.68853,0.94143,4.03153,3.32269,1.71488,2.17082,2.42925,1.91424,2.07853,4.33795,1.75918,4.45609,2.69322,1.49336,4.59639,2.44587,2.4551,1.17771,1.64842,1.68165,1.25893,-2.12652,2.21882,-0.41349,0.69592,0.3858,-0.95066,1.53767,2.84459,-0.07015,1.69088,2.04345,0.98942,1.12233,1.93085,0.36919,0.02215,1.6152,3.30792,3.89862,3.55897,1.29031,2.69876,1.58935,1.70565,2.7246,0.59808,2.48463,1.0928,-1.67057,4.28073,0.60916,2.33142,3.35222,1.99546,-0.62393,3.71034,3.63096,3.37991,1.64288,1.3863,2.18374,5.71502,2.59539,3.18793,3.03657,3.60143,-0.24182,3.28762,-1.04111,4.7016,2.94796,0.16244,1.72595,5.25354,1.67796,3.37807,0.48179,2.0656,1.73518,3.89493,3.17686,3.41683,2.24466,5.99561,1.94377,2.54001,5.31261,2.04899,0.72915,3.21378,1.28662,1.23862,2.98857,0.72545,3.61804,0.90451,-1.59489,2.86674,1.90685,2.3628,1.73518,1.15002,0.41718,4.00199,3.05687,4.23827,-2.10622,1.19248,4.67207,4.29734,4.34165,0.7513,0.75314,2.01207,-0.03138
359.255,0.63918,1.3959,0.99366,2.15447,-0.19102,3.31344,1.01019,1.79263,3.23813,-0.12857,0.62448,1.01938,1.53366,0.21122,0.93856,-1.09285,0.21673,-1.54835,3.35384,-1.67141,1.53182,1.24897,0.42979,-1.99284,0.96244,-0.16898,1.18468,0.01837,-2.16549,-0.91468,1.98365,-0.89632,0.85407,-2.1012,1.56488,-0.47571,-0.1653,1.7008,-0.10102,1.31876,-2.34549,0.04592,2.66324,-0.21122,-3.22895,0.43714,-0.18183,-0.53081,0.95877,0.35265,0.53265,-1.1755,2.92589,-2.4961,-0.24061,-0.11571,0.97897,-2.1563,-0.8155,1.2104,0.48489,0.41142,1.21591,-1.42529,1.46203,-0.47938,0.88162,-0.2351,0.98448,-0.33245,0.01102,-1.29856,-0.21306,2.32896,-1.19754,-3.05262,-0.73469,-2.16181,1.17366,-0.65754,0.76224,-0.42612,-0.92387,-0.03306,0.81183,3.2014,2.30508,-0.56938,-0.23694,-3.08752,0.39673,1.34815,-0.38387,-2.76793,-0.88346,-0.38755,0.59693,-3.09303,0.7402,0.72918,-0.27918,-0.22224,1.05427,0.37653,0.01102,0.86142,-1.44182,-1.27101,-1.41427,0.75122,1.63651,-0.02939,1.11672,0.52346,-1.26366,0.90734,-1.51713,-0.6851,-0.79897,-1.57039,1.05611,0.82836,0.95693,0.22041,-0.0698,0.11755,0.67775,2.95528,1.79263,-0.8302,-0.67775,0.23877,-0.80816,1.10203,0.07347,-1.94876,-0.28285,-1.81651,0.22041,1.02856,0.80632,-0.74938,-2.08284,-0.00184
359.621,-0.27207,0.83828,-1.18205,-1.04969,-3.0737,-1.12506,-1.75377,0.94123,1.21146,-1.65818,-0.87505,-0.47981,0.47613,-1.11219,-0.20773,-1.65266,-1.48905,-3.78514,-0.14339,-2.84942,-4.5554,-2.45602,-4.68776,-3.43585,0.81622,1.59568,-2.87332,-1.18757,-3.25569,-0.44488,-0.57356,-0.39708,-3.29246,0.16177,-1.49273,-3.56453,-1.93025,-2.15085,-1.68943,-3.41563,-6.43602,-1.3953,-3.30533,-4.53518,-2.20233,-0.79784,-2.47624,-2.64904,-3.77594,-4.32377,-1.99643,-3.17665,-2.7189,-4.41017,-0.8585,-1.43942,1.30338,-2.95237,-1.40449,-1.9946,-2.4266,-0.73533,-1.34199,-4.80909,-1.38978,-1.68575,-3.23547,1.61774,-1.25007,0.87321,-2.04791,-3.18216,0.69857,-0.87505,-0.96329,-1.58465,-2.02952,-4.13442,-1.53133,-0.04044,0.85115,-1.63244,-3.01303,-0.62136,-2.56999,-3.002,-0.07537,-3.74653,-3.03142,-2.94318,-1.7501,1.2611,-1.14896,-3.59395,-2.94318,-3.85867,-1.75561,-3.12517,1.21146,-1.65266,-5.7209,-0.22244,-0.76842,-2.94685,0.33458,-2.37329,-0.82541,-2.0957,0.02574,-3.10127,-0.30333,-0.97064,0.29413,-2.50565,-3.35313,-1.38611,-0.22428,-4.50944,-2.88803,-2.30711,-3.35496,-0.87689,-1.36588,0.51473,-3.07002,-5.91209,-1.93945,2.42844,-2.08835,-0.88975,-2.3255,0.23898,-3.42666,-0.01471,-1.51479,-5.3036,-3.45975,-0.43569,-2.51484,-2.79427,-1.72252,-4.3973,-4.61423,-1.8843
359.987,-0.26643,-3.58602,-2.13685,-4.1963,-5.0838,-2.74352,-2.86954,0.14402,-3.96947,-3.43841,-3.62203,-5.48165,-2.58691,-4.45913,-2.73812,-6.42856,-1.77501,-3.99467,-2.15665,-1.03332,-4.83537,-2.89474,-4.15849,-2.70212,-2.5131,-3.01716,0.38345,-1.62379,-2.87134,-3.48881,-2.11705,-0.67688,-2.21606,-4.59414,-3.91006,-4.46993,-2.06304,0.54366,-2.25927,-1.35736,-5.58246,-3.55542,-2.5455,-1.82001,-3.59682,-1.76061,-1.64719,-4.2359,-1.99824,-6.94162,-2.41589,-2.41949,-2.77773,-4.49153,-2.82813,-5.47085,-3.18818,-1.88302,-0.94331,-3.62383,-5.22782,-3.57162,-1.48698,-5.68867,-3.69404,-4.09908,-3.28359,-3.88846,-2.69312,-3.09096,-1.6886,-4.84437,-3.31959,-2.46989,-2.35468,-3.19358,-4.2629,-6.55457,-4.49513,-3.49601,-3.19898,-3.00996,-4.79397,-4.75616,-3.29439,-1.7012,-1.02432,-3.81285,-0.95231,-2.70932,1.19534,-1.90462,-2.27727,-3.63463,-2.99735,-3.86506,-3.33219,-2.88754,-5.64007,-0.40865,-2.89474,-4.62475,-0.43565,-2.65531,-3.07116,-4.28271,-5.67607,-1.21694,-4.49693,-3.06576,0.53826,-2.64991,-1.15214,-3.63463,-4.2341,-2.19266,-2.09185,-3.83985,-4.93078,-2.40328,-1.52838,-3.71024,-1.94243,-2.05944,-6.66439,-4.75256,-4.54914,-1.91363,-1.90102,-4.67335,-2.39248,-3.07836,-4.13329,-2.5779,-3.84525,-7.44028,-3.61843,-2.5581,-2.40508,-2.30427,-1.97483,-2.95235,-3.59682,-3.34299
360.353,-1.10569,1.98602,1.65678,-0.30107,-0.88737,-1.89447,0.37678,2.45083,-0.50179,-0.34861,-1.99306,0.01937,0.39967,-0.95252,3.23785,-0.99125,2.06701,-1.45606,-2.3628,1.8346,3.21496,-0.23945,-0.63031,-1.65678,0.47186,0.54228,2.26244,1.14443,2.03708,-1.5529,0.83103,-1.19725,-1.32225,-1.22542,-1.62685,0.44545,0.743,2.19378,2.69204,-1.29936,-1.79763,-0.43488,2.21491,0.24825,0.17254,0.02465,-2.06173,-0.62151,-0.60214,-1.66206,-0.47538,-0.90146,-1.36451,-1.54762,-0.3715,-1.60396,0.51587,-0.60214,0.93667,1.49832,0.52115,-1.35218,0.51763,-0.26762,-0.31692,0.52644,0.70426,2.14096,2.04236,-2.09342,0.71483,1.12154,-0.73948,2.51422,-2.5283,-1.82756,-2.64803,0.57573,-2.33991,1.6515,3.57589,1.59163,-0.97012,-0.96132,-0.20776,1.80115,1.39268,-0.43312,-0.48066,-2.50894,1.05639,1.34866,-0.08627,-2.00539,-2.28357,-2.65331,-1.25887,-2.85226,1.01942,-1.55466,-2.43675,0.35037,1.96841,0.61447,1.27824,0.51587,-2.45259,1.71136,0.47538,0.12853,0.55461,-0.16902,-1.49304,-0.11796,3.46497,2.86987,0.94019,-1.27648,-1.07576,-0.46305,0.30811,-0.22008,1.70608,1.05639,0.66553,-1.07048,-0.7025,2.18497,1.26767,-2.65507,-1.15675,1.77826,1.98602,1.6198,1.817,-0.09331,-0.24297,2.70965,-0.23945,2.30998,2.71669,-0.21128,0.56693,-0.17078
360.719,-1.22648,1.00151,-1.28273,-2.71967,-0.85636,-1.48774,-3.12426,2.32233,-1.24281,-3.08798,-2.48925,-3.3184,-0.95252,-3.94252,0.78197,-3.3438,-3.82096,-2.37132,-2.72511,-3.0154,-1.65103,-4.63015,-4.85876,-4.29087,-2.44571,1.71998,-2.48744,-2.36225,-2.9519,-4.06771,-1.84335,0.39189,-4.87508,-0.7983,1.28454,-4.47593,-1.70183,-0.58421,-4.59931,-4.27091,-2.98456,-0.53523,-0.6205,-3.25671,-2.75414,-2.18082,-0.557,-2.49832,-2.44934,-2.72874,-1.09948,-3.6867,-2.33503,-2.11731,-2.24069,-2.43663,-1.06501,-3.49438,-2.40216,-2.20077,-2.91743,-2.72874,-2.10824,-3.75928,-2.12639,-3.81189,-3.42544,-1.07408,-0.27578,-3.17325,-5.82397,-3.37283,1.73449,0.82007,-2.6344,-3.0154,-5.22525,-4.92226,-2.44026,-5.0039,1.82702,-2.36588,-5.81853,-4.09674,-1.95584,-1.54036,1.23192,-2.27516,0.43362,-0.5824,1.08859,0.43181,-1.01783,-4.01147,-0.35016,-3.48894,-1.96491,-2.47474,-1.44601,-1.60205,-4.31083,-2.42575,-1.83247,-4.0405,0.01089,-3.73569,-2.46929,-2.53279,-1.45509,-2.16086,0.22316,-2.52554,-3.16418,-1.48593,-2.00301,-0.32295,0.50438,-4.71179,-1.36981,-0.73843,-3.65949,-3.97155,-1.58027,-0.18869,-6.3973,-3.51253,-3.36557,-1.34804,-2.0901,-2.27153,-2.81764,-1.12851,-1.11762,-2.22073,-1.08859,-5.69879,-2.63077,-3.71029,-4.13665,-1.53855,-0.82915,-3.3819,-4.9023,-3.0789
361.085,-0.81849,1.20407,-0.35682,-0.88445,-0.44645,0.75085,-1.31568,-0.21646,2.98141,-0.44307,-1.18377,-1.30722,0.32977,-0.91489,1.2159,-0.1133,-0.50395,-4.56429,-0.24014,-0.97069,0.81511,-0.39234,-1.14657,-1.10429,2.45548,1.63022,0.98253,-2.09359,-0.5327,-0.13867,-0.50057,1.20407,0.32638,-1.6911,-0.77791,-3.44139,-0.42278,0.88952,-1.33766,-0.59865,-3.81006,-2.58231,0.77453,0.56314,-1.07892,-2.57386,-0.00507,-0.92165,-0.79482,0.91996,-1.3495,1.05525,-2.0141,-2.48761,-0.08625,0.46167,0.63078,-2.36416,0.54792,-1.64544,-1.74522,-0.37881,-1.09922,-0.17587,-3.11839,1.77735,0.1894,0.43292,0.55468,0.66799,-0.58512,-1.11444,-0.14205,1.11613,0.38557,2.03271,-2.57048,-2.85627,2.29821,0.36866,-0.16404,-1.17701,-3.61051,-1.97859,1.09922,-1.57103,1.33766,-2.28299,-1.30046,-1.38163,0.25705,-1.62684,-1.57103,0.50902,-0.70519,-0.78975,-2.48085,-1.73845,-1.4831,-0.78975,0.71703,-0.55637,1.1601,-1.81794,-0.66629,0.95547,-2.81569,-0.68321,-0.51748,-1.33766,1.80441,0.64938,-1.5964,-0.68151,-0.43292,1.8636,2.1477,-0.44138,-0.14036,-1.68941,-1.084,1.03326,1.77397,-1.06878,-2.87826,0.35175,-1.08061,0.79989,-0.02706,-0.33146,-1.59809,1.62684,-1.66405,1.85345,-0.12176,-1.22605,1.36303,-1.94308,-0.90643,-1.94815,-1.71985,-1.06878,0.08456,-0.84048
361.451,0.20947,-0.55408,-0.81592,-0.85646,-1.04059,1.26358,-0.6926,0.83788,0.92403,-0.7399,0.38515,-0.33279,0.16724,2.16734,1.02539,-0.49158,0.33448,-1.69434,2.5981,1.92239,1.13857,1.22979,-0.33448,-1.48149,0.88518,-1.69603,2.00855,0.17906,-0.53212,-1.59805,-1.5271,-0.12163,-1.5119,-0.39191,-1.02032,1.15715,-2.04402,1.91564,1.23148,-0.73315,-3.02211,-0.68753,3.93601,-0.27535,2.19268,-1.40886,0.75173,-0.75848,-1.84807,1.6217,1.78725,-0.40543,0.3936,-1.97138,-2.73494,-3.3228,1.84638,-1.3075,0.57435,0.05912,-1.22979,-0.72977,-0.36826,0.50003,0.53381,-1.30581,0.45948,1.8109,3.12178,-1.30581,-1.47643,1.83286,0.07433,0.00676,-1.64198,0.00338,0.27028,-0.85308,1.72813,1.42237,1.97138,-0.58111,-1.4173,0.13176,-0.76693,0.59294,3.20118,-1.52373,-0.38009,0.43077,2.63527,0.23988,-2.05585,-0.95106,-0.54226,-1.76191,-1.5592,1.99334,-0.13007,0.5355,2.14876,-1.17742,0.26691,-1.54569,1.63184,0.35982,-2.16396,-0.08784,-0.46286,-0.33617,1.47812,0.08109,-0.29731,-0.27535,-0.40543,2.53729,0.25339,-1.30581,-1.70786,-2.44438,1.59299,-1.58961,-0.84971,-2.44607,-1.71292,0.5676,0.27197,2.25856,2.59473,-0.27704,0.83619,-2.91569,-0.98654,1.5271,-1.68927,-3.33294,0.22636,-2.1572,2.4731,-2.64878,0.57942,-1.87847,-1.18587,1.5119
