"2025-06-19";"12:21:12";"WinControl (rev 1195) report file"
"Datetime";"Date";"Time";"Type";"No.";"1:F";"1:Fm'";"1:PAR";"1:Y (II)";"1:ETR";"1:Fo'";"1:qP";"1:qN";"1:Fo";"1:Fm";"1:Fv/Fm"
"";"";"";"D";"";"Device Nr: #1, JUNIOR-PAM-III (CFMG1231B) ";""
"2025-06-19 07:39:45.555";"2025-06-19";"07:39:45";"SLCS";"";"Light Curve start ";""
"2025-06-19 07:39:46.959";"2025-06-19";"07:39:46";"FO";"1";"0";"0";"0";"-";"-";"-";"-";"-";"0";"0";"-"
"2025-06-19 07:39:47.788";"2025-06-19";"07:39:47";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:01:46.002";"2025-06-19";"08:01:46";"SLCS";"";"Light Curve start ";"461"
"2025-06-19 08:01:46.002";"2025-06-19";"08:01:46";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 44.680 )   (Platt et al. 1980) ";""
"2025-06-19 08:01:46.002";"2025-06-19";"08:01:46";"REG2";"";"#1: alpha: 0.146, ETRm: 47.768, Ik: 326.979   (Jassby and Platt 1976) ";""
"2025-06-19 08:01:47.395";"2025-06-19";"08:01:47";"FO";"2";"95";"306";"0";"0.690";"0.0";"-";"-";"-";"95";"306";"0.690"
"2025-06-19 08:02:17.377";"2025-06-19";"08:02:17";"F";"3";"142";"243";"90";"0.416";"15.7";"88";"0.652";"0.265";"95";"306";"0.690"
"2025-06-19 08:02:47.372";"2025-06-19";"08:02:47";"F";"4";"131";"206";"125";"0.364";"19.1";"83";"0.610";"0.417";"95";"306";"0.690"
"2025-06-19 08:03:17.353";"2025-06-19";"08:03:17";"F";"5";"131";"188";"190";"0.303";"24.2";"80";"0.528";"0.488";"95";"306";"0.690"
"2025-06-19 08:03:47.340";"2025-06-19";"08:03:47";"F";"6";"129";"179";"285";"0.279";"33.4";"78";"0.495";"0.521";"95";"306";"0.690"
"2025-06-19 08:04:17.332";"2025-06-19";"08:04:17";"F";"7";"131";"168";"420";"0.220";"38.8";"76";"0.402";"0.564";"95";"306";"0.690"
"2025-06-19 08:04:47.318";"2025-06-19";"08:04:47";"F";"8";"132";"159";"625";"0.170";"44.6";"74";"0.318";"0.597";"95";"306";"0.690"
"2025-06-19 08:05:17.306";"2025-06-19";"08:05:17";"F";"9";"132";"153";"820";"0.137";"47.2";"72";"0.259";"0.616";"95";"306";"0.690"
"2025-06-19 08:05:47.298";"2025-06-19";"08:05:47";"F";"10";"130";"145";"1150";"0.103";"49.7";"71";"0.203";"0.649";"95";"306";"0.690"
"2025-06-19 08:05:50.493";"2025-06-19";"08:05:50";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:06:48.811";"2025-06-19";"08:06:48";"SLCS";"";"Light Curve start ";"462"
"2025-06-19 08:06:48.811";"2025-06-19";"08:06:48";"REG1";"";"#1: alpha: 0.213, ETRm: 34.702, Ik: 162.690   ( beta: 0.096, ETRmPot: 85.287 )   (Platt et al. 1980) ";""
"2025-06-19 08:06:48.811";"2025-06-19";"08:06:48";"REG2";"";"#1: alpha: 0.210, ETRm: 30.106, Ik: 143.611   (Jassby and Platt 1976) ";""
"2025-06-19 08:06:50.201";"2025-06-19";"08:06:50";"FO";"11";"77";"245";"0";"0.686";"0.0";"-";"-";"-";"77";"245";"0.686"
"2025-06-19 08:07:20.192";"2025-06-19";"08:07:20";"F";"12";"95";"152";"90";"0.375";"14.2";"65";"0.655";"0.482";"77";"245";"0.686"
"2025-06-19 08:07:50.187";"2025-06-19";"08:07:50";"F";"13";"102";"171";"125";"0.404";"21.2";"68";"0.670";"0.387";"77";"245";"0.686"
"2025-06-19 08:08:20.174";"2025-06-19";"08:08:20";"F";"14";"106";"166";"190";"0.361";"28.8";"67";"0.606";"0.411";"77";"245";"0.686"
"2025-06-19 08:08:50.164";"2025-06-19";"08:08:50";"F";"15";"105";"140";"285";"0.250";"29.9";"62";"0.449";"0.536";"77";"245";"0.686"
"2025-06-19 08:09:20.149";"2025-06-19";"08:09:20";"F";"16";"103";"125";"420";"0.176";"31.0";"59";"0.333";"0.607";"77";"245";"0.686"
"2025-06-19 08:09:50.159";"2025-06-19";"08:09:50";"F";"17";"104";"121";"625";"0.140";"36.8";"58";"0.270";"0.625";"77";"245";"0.686"
"2025-06-19 08:10:20.144";"2025-06-19";"08:10:20";"F";"18";"108";"118";"820";"0.085";"29.3";"58";"0.167";"0.643";"77";"245";"0.686"
"2025-06-19 08:10:50.132";"2025-06-19";"08:10:50";"F";"19";"108";"113";"1150";"0.044";"21.3";"56";"0.088";"0.661";"77";"245";"0.686"
"2025-06-19 08:10:54.084";"2025-06-19";"08:10:54";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:12:08.595";"2025-06-19";"08:12:08";"SLCS";"";"Light Curve start ";"463"
"2025-06-19 08:12:08.595";"2025-06-19";"08:12:08";"REG1";"";"#1: alpha: 0.296, ETRm: 36.431, Ik: 123.225   ( beta: 0.015, ETRmPot: 44.647 )   (Platt et al. 1980) ";""
"2025-06-19 08:12:08.595";"2025-06-19";"08:12:08";"REG2";"";"#1: alpha: 0.240, ETRm: 34.451, Ik: 143.717   (Jassby and Platt 1976) ";""
"2025-06-19 08:12:10.014";"2025-06-19";"08:12:10";"FO";"20";"129";"521";"0";"0.752";"0.0";"-";"-";"-";"129";"521";"0.752"
"2025-06-19 08:12:39.995";"2025-06-19";"08:12:39";"F";"21";"152";"269";"90";"0.435";"16.4";"105";"0.713";"0.582";"129";"521";"0.752"
"2025-06-19 08:13:09.989";"2025-06-19";"08:13:09";"F";"22";"154";"284";"125";"0.458";"24.0";"107";"0.734";"0.548";"129";"521";"0.752"
"2025-06-19 08:13:39.980";"2025-06-19";"08:13:39";"F";"23";"159";"266";"190";"0.402";"32.1";"104";"0.660";"0.587";"129";"521";"0.752"
"2025-06-19 08:14:09.961";"2025-06-19";"08:14:09";"F";"24";"165";"238";"285";"0.307";"36.7";"100";"0.529";"0.648";"129";"521";"0.752"
"2025-06-19 08:14:39.950";"2025-06-19";"08:14:39";"F";"25";"171";"213";"420";"0.197";"34.8";"95";"0.356";"0.699";"129";"521";"0.752"
"2025-06-19 08:15:09.947";"2025-06-19";"08:15:09";"F";"26";"179";"206";"625";"0.131";"34.4";"94";"0.241";"0.714";"129";"521";"0.752"
"2025-06-19 08:15:39.934";"2025-06-19";"08:15:39";"F";"27";"184";"204";"820";"0.098";"33.8";"93";"0.180";"0.717";"129";"521";"0.752"
"2025-06-19 08:16:09.915";"2025-06-19";"08:16:09";"F";"28";"189";"202";"1150";"0.064";"30.9";"93";"0.119";"0.722";"129";"521";"0.752"
"2025-06-19 08:16:12.357";"2025-06-19";"08:16:12";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:16:54.496";"2025-06-19";"08:16:54";"SLCS";"";"Light Curve start ";"464"
"2025-06-19 08:16:54.496";"2025-06-19";"08:16:54";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 20.803 )   (Platt et al. 1980) ";""
"2025-06-19 08:16:54.496";"2025-06-19";"08:16:54";"REG2";"";"#1: alpha: 0.087, ETRm: 34.025, Ik: 393.099   (Jassby and Platt 1976) ";""
"2025-06-19 08:16:55.881";"2025-06-19";"08:16:55";"FO";"29";"74";"193";"0";"0.617";"0.0";"-";"-";"-";"74";"193";"0.617"
"2025-06-19 08:17:25.878";"2025-06-19";"08:17:25";"F";"30";"104";"155";"90";"0.329";"12.4";"68";"0.586";"0.269";"74";"193";"0.617"
"2025-06-19 08:17:55.858";"2025-06-19";"08:17:55";"F";"31";"106";"146";"125";"0.274";"14.4";"66";"0.500";"0.328";"74";"193";"0.617"
"2025-06-19 08:18:25.848";"2025-06-19";"08:18:25";"F";"32";"112";"140";"190";"0.200";"16.0";"65";"0.373";"0.370";"74";"193";"0.617"
"2025-06-19 08:18:55.836";"2025-06-19";"08:18:55";"F";"33";"116";"136";"285";"0.147";"17.6";"64";"0.278";"0.395";"74";"193";"0.617"
"2025-06-19 08:19:25.852";"2025-06-19";"08:19:25";"F";"34";"117";"136";"420";"0.140";"24.7";"64";"0.264";"0.395";"74";"193";"0.617"
"2025-06-19 08:19:55.841";"2025-06-19";"08:19:55";"F";"35";"119";"136";"625";"0.125";"32.8";"64";"0.236";"0.395";"74";"193";"0.617"
"2025-06-19 08:20:25.822";"2025-06-19";"08:20:25";"F";"36";"120";"131";"820";"0.084";"28.9";"63";"0.162";"0.429";"74";"193";"0.617"
"2025-06-19 08:20:55.810";"2025-06-19";"08:20:55";"F";"37";"119";"129";"1150";"0.078";"37.7";"62";"0.149";"0.437";"74";"193";"0.617"
"2025-06-19 08:20:59.525";"2025-06-19";"08:20:59";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:22:30.641";"2025-06-19";"08:22:30";"SLCS";"";"Light Curve start ";"457"
"2025-06-19 08:22:30.641";"2025-06-19";"08:22:30";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.011, ETRmPot: 32.913 )   (Platt et al. 1980) ";""
"2025-06-19 08:22:30.641";"2025-06-19";"08:22:30";"REG2";"";"#1: alpha: 0.206, ETRm: 42.604, Ik: 206.463   (Jassby and Platt 1976) ";""
"2025-06-19 08:22:32.033";"2025-06-19";"08:22:32";"FO";"38";"114";"435";"0";"0.738";"0.0";"-";"-";"-";"114";"435";"0.738"
"2025-06-19 08:23:02.013";"2025-06-19";"08:23:02";"F";"39";"144";"311";"90";"0.537";"20.3";"103";"0.803";"0.352";"114";"435";"0.738"
"2025-06-19 08:23:32.004";"2025-06-19";"08:23:32";"F";"40";"143";"265";"125";"0.460";"24.2";"98";"0.731";"0.480";"114";"435";"0.738"
"2025-06-19 08:24:01.991";"2025-06-19";"08:24:01";"F";"41";"143";"225";"190";"0.364";"29.0";"92";"0.617";"0.586";"114";"435";"0.738"
"2025-06-19 08:24:31.980";"2025-06-19";"08:24:31";"F";"42";"144";"207";"285";"0.304";"36.4";"88";"0.529";"0.629";"114";"435";"0.738"
"2025-06-19 08:25:01.968";"2025-06-19";"08:25:01";"F";"43";"145";"187";"420";"0.225";"39.7";"85";"0.412";"0.682";"114";"435";"0.738"
"2025-06-19 08:25:31.965";"2025-06-19";"08:25:31";"F";"44";"148";"173";"625";"0.145";"38.1";"82";"0.275";"0.717";"114";"435";"0.738"
"2025-06-19 08:26:01.953";"2025-06-19";"08:26:01";"F";"45";"147";"167";"820";"0.120";"41.3";"80";"0.230";"0.729";"114";"435";"0.738"
"2025-06-19 08:26:31.940";"2025-06-19";"08:26:31";"F";"46";"146";"163";"1150";"0.104";"50.2";"79";"0.202";"0.738";"114";"435";"0.738"
"2025-06-19 08:26:35.875";"2025-06-19";"08:26:35";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:27:05.757";"2025-06-19";"08:27:05";"SLCS";"";"Light Curve start ";"458"
"2025-06-19 08:27:05.757";"2025-06-19";"08:27:05";"REG1";"";"#1: alpha: 0.328, ETRm: 41.594, Ik: 126.728   ( beta: 0.027, ETRmPot: 55.627 )   (Platt et al. 1980) ";""
"2025-06-19 08:27:05.757";"2025-06-19";"08:27:05";"REG2";"";"#1: alpha: 0.279, ETRm: 38.283, Ik: 137.195   (Jassby and Platt 1976) ";""
"2025-06-19 08:27:07.153";"2025-06-19";"08:27:07";"FO";"47";"131";"534";"0";"0.755";"0.0";"-";"-";"-";"131";"534";"0.755"
"2025-06-19 08:27:37.143";"2025-06-19";"08:27:37";"F";"48";"144";"307";"90";"0.531";"20.1";"111";"0.832";"0.514";"131";"534";"0.755"
"2025-06-19 08:28:07.137";"2025-06-19";"08:28:07";"F";"49";"147";"307";"125";"0.521";"27.4";"111";"0.816";"0.514";"131";"534";"0.755"
"2025-06-19 08:28:37.119";"2025-06-19";"08:28:37";"F";"50";"148";"266";"190";"0.444";"35.4";"105";"0.733";"0.600";"131";"534";"0.755"
"2025-06-19 08:29:07.106";"2025-06-19";"08:29:07";"F";"51";"152";"228";"285";"0.333";"39.9";"99";"0.589";"0.680";"131";"534";"0.755"
"2025-06-19 08:29:37.122";"2025-06-19";"08:29:37";"F";"52";"156";"204";"420";"0.235";"41.5";"94";"0.436";"0.727";"131";"534";"0.755"
"2025-06-19 08:30:07.104";"2025-06-19";"08:30:07";"F";"53";"161";"191";"625";"0.157";"41.2";"91";"0.300";"0.752";"131";"534";"0.755"
"2025-06-19 08:30:37.100";"2025-06-19";"08:30:37";"F";"54";"163";"181";"820";"0.099";"34.1";"89";"0.196";"0.772";"131";"534";"0.755"
"2025-06-19 08:31:07.087";"2025-06-19";"08:31:07";"F";"55";"163";"175";"1150";"0.069";"33.3";"87";"0.136";"0.782";"131";"534";"0.755"
"2025-06-19 08:31:10.402";"2025-06-19";"08:31:10";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:31:41.906";"2025-06-19";"08:31:41";"SLCS";"";"Light Curve start ";"459"
"2025-06-19 08:31:41.906";"2025-06-19";"08:31:41";"REG1";"";"#1: alpha: 0.374, ETRm: 43.194, Ik: 115.388   ( beta: 0.002, ETRmPot: 44.823 )   (Platt et al. 1980) ";""
"2025-06-19 08:31:41.906";"2025-06-19";"08:31:41";"REG2";"";"#1: alpha: 0.279, ETRm: 42.716, Ik: 153.037   (Jassby and Platt 1976) ";""
"2025-06-19 08:31:43.296";"2025-06-19";"08:31:43";"FO";"56";"109";"387";"0";"0.718";"0.0";"-";"-";"-";"109";"387";"0.718"
"2025-06-19 08:32:13.286";"2025-06-19";"08:32:13";"F";"57";"121";"261";"90";"0.536";"20.3";"96";"0.848";"0.406";"109";"387";"0.718"
"2025-06-19 08:32:43.267";"2025-06-19";"08:32:43";"F";"58";"125";"287";"125";"0.564";"29.6";"99";"0.862";"0.324";"109";"387";"0.718"
"2025-06-19 08:33:13.257";"2025-06-19";"08:33:13";"F";"59";"125";"235";"190";"0.468";"37.3";"92";"0.769";"0.486";"109";"387";"0.718"
"2025-06-19 08:33:43.246";"2025-06-19";"08:33:43";"F";"60";"128";"198";"285";"0.354";"42.4";"86";"0.625";"0.597";"109";"387";"0.718"
"2025-06-19 08:34:13.237";"2025-06-19";"08:34:13";"F";"61";"132";"170";"420";"0.224";"39.5";"80";"0.422";"0.676";"109";"387";"0.718"
"2025-06-19 08:34:43.221";"2025-06-19";"08:34:43";"F";"62";"134";"163";"625";"0.178";"46.7";"79";"0.345";"0.698";"109";"387";"0.718"
"2025-06-19 08:35:13.216";"2025-06-19";"08:35:13";"F";"63";"138";"155";"820";"0.110";"37.9";"77";"0.218";"0.719";"109";"387";"0.718"
"2025-06-19 08:35:43.201";"2025-06-19";"08:35:43";"F";"64";"138";"152";"1150";"0.092";"44.4";"76";"0.184";"0.727";"109";"387";"0.718"
"2025-06-19 08:35:46.747";"2025-06-19";"08:35:46";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:36:07.280";"2025-06-19";"08:36:07";"SLCS";"";"Light Curve start ";"460"
"2025-06-19 08:36:07.280";"2025-06-19";"08:36:07";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.012, ETRmPot: 28.419 )   (Platt et al. 1980) ";""
"2025-06-19 08:36:07.280";"2025-06-19";"08:36:07";"REG2";"";"#1: alpha: 0.137, ETRm: 41.189, Ik: 300.590   (Jassby and Platt 1976) ";""
"2025-06-19 08:36:08.679";"2025-06-19";"08:36:08";"FO";"65";"95";"290";"0";"0.672";"0.0";"-";"-";"-";"95";"290";"0.672"
"2025-06-19 08:36:38.670";"2025-06-19";"08:36:38";"F";"66";"144";"235";"90";"0.387";"14.6";"88";"0.619";"0.246";"95";"290";"0.672"
"2025-06-19 08:37:08.660";"2025-06-19";"08:37:08";"F";"67";"134";"210";"125";"0.362";"19.0";"84";"0.603";"0.354";"95";"290";"0.672"
"2025-06-19 08:37:38.648";"2025-06-19";"08:37:38";"F";"68";"136";"191";"190";"0.288";"23.0";"81";"0.500";"0.436";"95";"290";"0.672"
"2025-06-19 08:38:08.631";"2025-06-19";"08:38:08";"F";"69";"137";"180";"285";"0.239";"28.6";"79";"0.426";"0.482";"95";"290";"0.672"
"2025-06-19 08:38:38.620";"2025-06-19";"08:38:38";"F";"70";"137";"171";"420";"0.199";"35.1";"77";"0.362";"0.518";"95";"290";"0.672"
"2025-06-19 08:39:08.615";"2025-06-19";"08:39:08";"F";"71";"141";"164";"625";"0.140";"36.8";"76";"0.261";"0.549";"95";"290";"0.672"
"2025-06-19 08:39:38.623";"2025-06-19";"08:39:38";"F";"72";"138";"155";"820";"0.110";"37.9";"74";"0.210";"0.585";"95";"290";"0.672"
"2025-06-19 08:40:08.610";"2025-06-19";"08:40:08";"F";"73";"137";"152";"1150";"0.099";"47.8";"73";"0.190";"0.595";"95";"290";"0.672"
"2025-06-19 08:40:12.198";"2025-06-19";"08:40:12";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:41:02.208";"2025-06-19";"08:41:02";"SLCS";"";"Light Curve start ";"469"
"2025-06-19 08:41:02.208";"2025-06-19";"08:41:02";"REG1";"";"#1: alpha: 0.340, ETRm: 58.671, Ik: 172.407   ( beta: 0.097, ETRmPot: 115.943 )   (Platt et al. 1980) ";""
"2025-06-19 08:41:02.208";"2025-06-19";"08:41:02";"REG2";"";"#1: alpha: 0.309, ETRm: 53.229, Ik: 172.436   (Jassby and Platt 1976) ";""
"2025-06-19 08:41:03.609";"2025-06-19";"08:41:03";"FO";"74";"67";"236";"0";"0.716";"0.0";"-";"-";"-";"67";"236";"0.716"
"2025-06-19 08:41:33.598";"2025-06-19";"08:41:33";"F";"75";"74";"195";"90";"0.621";"23.5";"63";"0.917";"0.219";"67";"236";"0.716"
"2025-06-19 08:42:03.584";"2025-06-19";"08:42:03";"F";"76";"70";"187";"125";"0.626";"32.9";"62";"0.936";"0.260";"67";"236";"0.716"
"2025-06-19 08:42:33.572";"2025-06-19";"08:42:33";"F";"77";"72";"157";"190";"0.541";"43.2";"59";"0.867";"0.420";"67";"236";"0.716"
"2025-06-19 08:43:03.557";"2025-06-19";"08:43:03";"F";"78";"74";"127";"285";"0.417";"49.9";"54";"0.726";"0.568";"67";"236";"0.716"
"2025-06-19 08:43:33.550";"2025-06-19";"08:43:33";"F";"79";"76";"114";"420";"0.333";"58.7";"51";"0.603";"0.627";"67";"236";"0.716"
"2025-06-19 08:44:03.534";"2025-06-19";"08:44:03";"F";"80";"77";"100";"625";"0.230";"60.4";"48";"0.442";"0.692";"67";"236";"0.716"
"2025-06-19 08:44:33.529";"2025-06-19";"08:44:33";"F";"81";"78";"91";"820";"0.143";"49.2";"46";"0.289";"0.734";"67";"236";"0.716"
"2025-06-19 08:45:03.515";"2025-06-19";"08:45:03";"F";"82";"80";"88";"1150";"0.091";"44.0";"45";"0.186";"0.746";"67";"236";"0.716"
"2025-06-19 08:45:06.821";"2025-06-19";"08:45:06";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:46:49.935";"2025-06-19";"08:46:49";"SLCS";"";"Light Curve start ";"470"
"2025-06-19 08:46:49.935";"2025-06-19";"08:46:49";"REG1";"";"#1: alpha: 0.370, ETRm: 64.955, Ik: 175.753   ( beta: 0.035, ETRmPot: 89.574 )   (Platt et al. 1980) ";""
"2025-06-19 08:46:49.935";"2025-06-19";"08:46:49";"REG2";"";"#1: alpha: 0.308, ETRm: 62.402, Ik: 202.790   (Jassby and Platt 1976) ";""
"2025-06-19 08:46:51.324";"2025-06-19";"08:46:51";"FO";"83";"80";"323";"0";"0.752";"0.0";"-";"-";"-";"80";"323";"0.752"
"2025-06-19 08:47:21.314";"2025-06-19";"08:47:21";"F";"84";"88";"249";"90";"0.647";"24.5";"75";"0.925";"0.284";"80";"323";"0.752"
"2025-06-19 08:47:51.305";"2025-06-19";"08:47:51";"F";"85";"94";"255";"125";"0.631";"33.1";"75";"0.894";"0.259";"80";"323";"0.752"
"2025-06-19 08:48:21.292";"2025-06-19";"08:48:21";"F";"86";"94";"218";"190";"0.569";"45.4";"71";"0.844";"0.395";"80";"323";"0.752"
"2025-06-19 08:48:51.281";"2025-06-19";"08:48:51";"F";"87";"92";"178";"285";"0.483";"57.8";"67";"0.775";"0.543";"80";"323";"0.752"
"2025-06-19 08:49:21.275";"2025-06-19";"08:49:21";"F";"88";"95";"148";"420";"0.358";"63.2";"62";"0.616";"0.646";"80";"323";"0.752"
"2025-06-19 08:49:51.283";"2025-06-19";"08:49:51";"F";"89";"98";"132";"625";"0.258";"67.7";"59";"0.466";"0.700";"80";"323";"0.752"
"2025-06-19 08:50:21.271";"2025-06-19";"08:50:21";"F";"90";"97";"116";"820";"0.164";"56.5";"55";"0.311";"0.749";"80";"323";"0.752"
"2025-06-19 08:50:51.253";"2025-06-19";"08:50:51";"F";"91";"100";"114";"1150";"0.123";"59.4";"55";"0.237";"0.757";"80";"323";"0.752"
"2025-06-19 08:50:54.950";"2025-06-19";"08:50:54";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:51:44.673";"2025-06-19";"08:51:44";"SLCS";"";"Light Curve start ";"471"
"2025-06-19 08:51:44.673";"2025-06-19";"08:51:44";"REG1";"";"#1: alpha: 0.331, ETRm: 46.665, Ik: 140.935   ( beta: 0.017, ETRmPot: 57.326 )   (Platt et al. 1980) ";""
"2025-06-19 08:51:44.673";"2025-06-19";"08:51:44";"REG2";"";"#1: alpha: 0.268, ETRm: 44.723, Ik: 166.828   (Jassby and Platt 1976) ";""
"2025-06-19 08:51:46.068";"2025-06-19";"08:51:46";"FO";"92";"118";"417";"0";"0.717";"0.0";"-";"-";"-";"118";"417";"0.717"
"2025-06-19 08:52:16.048";"2025-06-19";"08:52:16";"F";"93";"136";"313";"90";"0.565";"21.4";"108";"0.863";"0.314";"118";"417";"0.717"
"2025-06-19 08:52:46.043";"2025-06-19";"08:52:46";"F";"94";"137";"294";"125";"0.534";"28.0";"106";"0.835";"0.371";"118";"417";"0.717"
"2025-06-19 08:53:16.031";"2025-06-19";"08:53:16";"F";"95";"137";"253";"190";"0.458";"36.5";"100";"0.758";"0.488";"118";"417";"0.717"
"2025-06-19 08:53:46.015";"2025-06-19";"08:53:46";"F";"96";"142";"219";"285";"0.352";"42.1";"94";"0.616";"0.582";"118";"417";"0.717"
"2025-06-19 08:54:16.013";"2025-06-19";"08:54:16";"F";"97";"144";"200";"420";"0.280";"49.4";"90";"0.509";"0.632";"118";"417";"0.717"
"2025-06-19 08:54:45.991";"2025-06-19";"08:54:45";"F";"98";"150";"182";"625";"0.176";"46.2";"86";"0.333";"0.679";"118";"417";"0.717"
"2025-06-19 08:55:15.988";"2025-06-19";"08:55:15";"F";"99";"152";"172";"820";"0.116";"40.0";"84";"0.227";"0.706";"118";"417";"0.717"
"2025-06-19 08:55:45.967";"2025-06-19";"08:55:45";"F";"100";"153";"168";"1150";"0.089";"43.0";"83";"0.176";"0.716";"118";"417";"0.717"
"2025-06-19 08:55:49.536";"2025-06-19";"08:55:49";"SLCE";"";"Light Curve end ";""
"2025-06-19 08:56:16.710";"2025-06-19";"08:56:16";"SLCS";"";"Light Curve start ";"472"
"2025-06-19 08:56:16.710";"2025-06-19";"08:56:16";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.019, ETRmPot: 20.364 )   (Platt et al. 1980) ";""
"2025-06-19 08:56:16.710";"2025-06-19";"08:56:16";"REG2";"";"#1: alpha: 0.092, ETRm: 53.164, Ik: 576.231   (Jassby and Platt 1976) ";""
"2025-06-19 08:56:18.097";"2025-06-19";"08:56:18";"FO";"101";"83";"200";"0";"0.585";"0.0";"-";"-";"-";"83";"200";"0.585"
"2025-06-19 08:56:48.086";"2025-06-19";"08:56:48";"F";"102";"115";"176";"90";"0.347";"13.1";"79";"0.629";"0.171";"83";"200";"0.585"
"2025-06-19 08:57:18.075";"2025-06-19";"08:57:18";"F";"103";"114";"168";"125";"0.321";"16.9";"77";"0.593";"0.222";"83";"200";"0.585"
"2025-06-19 08:57:48.071";"2025-06-19";"08:57:48";"F";"104";"117";"159";"190";"0.264";"21.1";"75";"0.500";"0.282";"83";"200";"0.585"
"2025-06-19 08:58:18.059";"2025-06-19";"08:58:18";"F";"105";"119";"152";"285";"0.217";"26.0";"73";"0.418";"0.325";"83";"200";"0.585"
"2025-06-19 08:58:48.041";"2025-06-19";"08:58:48";"F";"106";"118";"146";"420";"0.192";"33.9";"72";"0.378";"0.368";"83";"200";"0.585"
"2025-06-19 08:59:18.030";"2025-06-19";"08:59:18";"F";"107";"122";"141";"625";"0.135";"35.4";"71";"0.271";"0.402";"83";"200";"0.585"
"2025-06-19 08:59:48.044";"2025-06-19";"08:59:48";"F";"108";"121";"136";"820";"0.110";"37.9";"69";"0.224";"0.427";"83";"200";"0.585"
"2025-06-19 09:00:18.032";"2025-06-19";"09:00:18";"F";"109";"118";"135";"1150";"0.126";"60.9";"69";"0.258";"0.436";"83";"200";"0.585"
"2025-06-19 09:00:21.348";"2025-06-19";"09:00:21";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:01:39.140";"2025-06-19";"09:01:39";"SLCS";"";"Light Curve start ";"465"
"2025-06-19 09:01:39.140";"2025-06-19";"09:01:39";"REG1";"";"#1: alpha: 0.393, ETRm: 63.524, Ik: 161.631   ( beta: 0.008, ETRmPot: 70.368 )   (Platt et al. 1980) ";""
"2025-06-19 09:01:39.140";"2025-06-19";"09:01:39";"REG2";"";"#1: alpha: 0.306, ETRm: 62.693, Ik: 205.079   (Jassby and Platt 1976) ";""
"2025-06-19 09:01:40.530";"2025-06-19";"09:01:40";"FO";"110";"84";"371";"0";"0.774";"0.0";"-";"-";"-";"84";"371";"0.774"
"2025-06-19 09:02:10.517";"2025-06-19";"09:02:10";"F";"111";"87";"264";"90";"0.670";"25.3";"77";"0.947";"0.348";"84";"371";"0.774"
"2025-06-19 09:02:40.500";"2025-06-19";"09:02:40";"F";"112";"88";"250";"125";"0.648";"34.0";"76";"0.931";"0.394";"84";"371";"0.774"
"2025-06-19 09:03:10.493";"2025-06-19";"09:03:10";"F";"113";"86";"196";"190";"0.561";"44.8";"70";"0.873";"0.561";"84";"371";"0.774"
"2025-06-19 09:03:40.477";"2025-06-19";"09:03:40";"F";"114";"82";"155";"285";"0.471";"56.4";"64";"0.802";"0.683";"84";"371";"0.774"
"2025-06-19 09:04:10.471";"2025-06-19";"09:04:10";"F";"115";"81";"126";"420";"0.357";"63.0";"58";"0.662";"0.763";"84";"371";"0.774"
"2025-06-19 09:04:40.451";"2025-06-19";"09:04:40";"F";"116";"81";"107";"625";"0.243";"63.8";"54";"0.491";"0.815";"84";"371";"0.774"
"2025-06-19 09:05:10.442";"2025-06-19";"09:05:10";"F";"117";"80";"96";"820";"0.167";"57.5";"51";"0.356";"0.843";"84";"371";"0.774"
"2025-06-19 09:05:40.432";"2025-06-19";"09:05:40";"F";"118";"78";"90";"1150";"0.133";"64.2";"49";"0.293";"0.857";"84";"371";"0.774"
"2025-06-19 09:05:44.168";"2025-06-19";"09:05:44";"SLCE";"";"Light Curve end ";""
"2025-06-19 09:07:08.771";"2025-06-19";"09:07:08";"SLCS";"";"Light Curve start ";"466"
"2025-06-19 09:07:08.771";"2025-06-19";"09:07:08";"REG1";"";"#1: alpha: 0.200, ETRm: 58.260, Ik: 290.678   ( beta: 0.029, ETRmPot: 89.583 )   (Platt et al. 1980) ";""
"2025-06-19 09:07:08.771";"2025-06-19";"09:07:08";"REG2";"";"#1: alpha: 0.168, ETRm: 57.936, Ik: 344.123   (Jassby and Platt 1976) ";""
"2025-06-19 09:07:10.161";"2025-06-19";"09:07:10";"FO";"119";"77";"244";"0";"0.684";"0.0";"-";"-";"-";"77";"244";"0.684"
